,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200901T095240Z_0_condorpool,auxiliary,0,1598954570.0,,,1598954574.0,1598954575.0,1598954579.0,1598954579.0,1598954584.0,4.0,,1.0,4.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.3,0,0
sifting_ID0000024,compute,0,1598954584.0,,,1598954602.0,1598954819.0,1598954854.0,1598954854.0,1598954859.0,18.0,,217.0,35.0,5.0,25.0,1708157176.0,4.0,1365482.0,panorama,condorpool,worker-2,sifting,/var/lib/condor/execute/dir_2246/pegasus.zJ2ITpyMk/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,2.0,0,0
sifting_ID0000012,compute,0,1598954584.0,,,1598954601.0,1598954788.0,1598954822.0,1598954822.0,1598954828.0,17.0,,187.0,34.0,6.0,20.0,1580479763.0,4.0,2126612.0,panorama,condorpool,worker-2,sifting,/var/lib/condor/execute/dir_15942/pegasus.HfUMgDA06/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,2.1,0,0
individuals_ID0000021,compute,0,1598954584.0,,,1598954600.0,1598954614.0,1598954838.0,1598954838.0,1598954849.0,16.0,,14.0,224.0,11.0,146.0,1014251457.0,5.0,27894.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_643/pegasus.f69uGILof/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,60.0,0,0
individuals_ID0000020,compute,0,1598954584.0,,,1598954594.0,1598954614.0,1598954838.0,1598954838.0,1598954849.0,10.0,,20.0,224.0,11.0,144.0,1014251457.0,5.0,27842.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_23923/pegasus.jJvzz8vyS/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,63.7,0,0
individuals_ID0000009,compute,0,1598954584.0,,,1598954593.0,1598954614.0,1598954833.0,1598954833.0,1598954838.0,9.0,,21.0,219.0,5.0,145.0,1014280442.0,4.0,27830.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_641/pegasus.OlqwdJmxE/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,59.9,0,0
individuals_ID0000019,compute,0,1598954584.0,,,1598954592.0,1598954611.0,1598954838.0,1598954838.0,1598954849.0,8.0,,19.0,227.0,11.0,145.0,1014251457.0,4.0,27978.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_12068/pegasus.pWzv6poIy/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,66.2,0,0
individuals_ID0000008,compute,0,1598954584.0,,,1598954591.0,1598954595.0,1598954838.0,1598954838.0,1598954849.0,7.0,,4.0,243.0,11.0,158.0,1014280442.0,4.0,27940.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_3902/pegasus.NdZw1KwU9/individuals,ALL.chr1.100000.vcf   1   7001   8001   10000,60.2,0,0
individuals_ID0000014,compute,0,1598954584.0,,,1598954590.0,1598954595.0,1598954838.0,1598954838.0,1598954849.0,6.0,,5.0,243.0,11.0,157.0,1014251457.0,5.0,27940.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_5674/pegasus.FBb3lus1L/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,60.3,0,0
individuals_ID0000003,compute,0,1598954584.0,,,1598954590.0,1598954595.0,1598954828.0,1598954828.0,1598954833.0,6.0,,5.0,233.0,5.0,149.0,1014280442.0,4.0,27876.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_11647/pegasus.gN7CpS4Jg/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,65.4,0,0
individuals_ID0000013,compute,0,1598954584.0,,,1598954590.0,1598954593.0,1598954838.0,1598954838.0,1598954849.0,6.0,,3.0,245.0,11.0,155.0,1014251457.0,5.0,27868.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_3786/pegasus.IGSgmvUSS/individuals,ALL.chr2.100000.vcf   2   1   1001   10000,60.3,0,0
individuals_ID0000010,compute,0,1598954584.0,,,1598954600.0,1598954614.0,1598954838.0,1598954838.0,1598954849.0,16.0,,14.0,224.0,11.0,145.0,1014280442.0,4.0,27849.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_23926/pegasus.Sx71ICglh/individuals,ALL.chr1.100000.vcf   1   9001   10001   10000,63.4,0,0
individuals_ID0000001,compute,0,1598954584.0,,,1598954589.0,1598954593.0,1598954822.0,1598954822.0,1598954828.0,5.0,,4.0,229.0,6.0,152.0,1014280442.0,4.0,27600.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_328/pegasus.USm936dXS/individuals,ALL.chr1.100000.vcf   1   1   1001   10000,60.2,0,0
individuals_ID0000002,compute,0,1598954584.0,,,1598954589.0,1598954593.0,1598954828.0,1598954828.0,1598954833.0,5.0,,4.0,235.0,5.0,151.0,1014280442.0,4.0,27694.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_23634/pegasus.iGHJeg7ct/individuals,ALL.chr1.100000.vcf   1   1001   2001   10000,63.1,0,0
individuals_ID0000004,compute,0,1598954584.0,,,1598954589.0,1598954591.0,1598954833.0,1598954833.0,1598954838.0,5.0,,2.0,242.0,5.0,156.0,1014280442.0,4.0,27647.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_5607/pegasus.0r1VAAHIK/individuals,ALL.chr1.100000.vcf   1   3001   4001   10000,60.0,0,0
individuals_ID0000005,compute,0,1598954584.0,,,1598954589.0,1598954593.0,1598954822.0,1598954822.0,1598954833.0,5.0,,4.0,229.0,11.0,150.0,1014280442.0,4.0,27690.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_23630/pegasus.z7kGiKoRw/individuals,ALL.chr1.100000.vcf   1   4001   5001   10000,63.0,0,0
individuals_ID0000016,compute,0,1598954584.0,,,1598954589.0,1598954592.0,1598954828.0,1598954828.0,1598954833.0,5.0,,3.0,236.0,5.0,154.0,1014251457.0,5.0,27694.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_3778/pegasus.b3y4I3tAz/individuals,ALL.chr2.100000.vcf   2   3001   4001   10000,60.2,0,0
individuals_ID0000015,compute,0,1598954584.0,,,1598954589.0,1598954593.0,1598954822.0,1598954822.0,1598954833.0,5.0,,4.0,229.0,11.0,154.0,1014251457.0,4.0,27639.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_324/pegasus.rDDxzwkQI/individuals,ALL.chr2.100000.vcf   2   2001   3001   10000,60.0,0,0
individuals_ID0000017,compute,0,1598954584.0,,,1598954589.0,1598954593.0,1598954838.0,1598954838.0,1598954849.0,5.0,,4.0,245.0,11.0,160.0,1014251457.0,5.0,27979.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_5611/pegasus.yR697qII2/individuals,ALL.chr2.100000.vcf   2   4001   5001   10000,60.4,0,0
individuals_ID0000007,compute,0,1598954584.0,,,1598954589.0,1598954593.0,1598954838.0,1598954838.0,1598954849.0,5.0,,4.0,245.0,11.0,158.0,1014280442.0,4.0,27865.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_3780/pegasus.e09zSC5Rd/individuals,ALL.chr1.100000.vcf   1   6001   7001   10000,60.4,0,0
individuals_ID0000018,compute,0,1598954584.0,,,1598954589.0,1598954593.0,1598954828.0,1598954828.0,1598954833.0,5.0,,4.0,235.0,5.0,149.0,1014251457.0,4.0,27910.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_11622/pegasus.4H0dZcGtq/individuals,ALL.chr2.100000.vcf   2   5001   6001   10000,65.9,0,0
individuals_ID0000022,compute,0,1598954584.0,,,1598954589.0,1598954594.0,1598954838.0,1598954838.0,1598954849.0,5.0,,5.0,244.0,11.0,158.0,1014251457.0,5.0,27863.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_5615/pegasus.CCkpINnyT/individuals,ALL.chr2.100000.vcf   2   9001   10001   10000,60.1,0,0
individuals_ID0000006,compute,0,1598954584.0,,,1598954589.0,1598954592.0,1598954792.0,1598954792.0,1598954797.0,5.0,,3.0,200.0,5.0,127.0,1014280442.0,4.0,27838.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_11621/pegasus.XWvu26ako/individuals,ALL.chr1.100000.vcf   1   5001   6001   10000,65.9,0,0
