,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200901T095240Z_0_condorpool,auxiliary,0,1598981466.0,,,1598981470.0,1598981473.0,1598981481.0,1598981481.0,1598981486.0,4.0,,3.0,8.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.3,0,0
sifting_ID0000024,compute,0,1598981486.0,,,1598981493.0,1598981731.0,1598981775.0,1598981775.0,1598981780.0,7.0,,238.0,44.0,5.0,32.0,1708157176.0,4.0,1365482.0,panorama,condorpool,worker-2,sifting,/var/lib/condor/execute/dir_25575/pegasus.DirYgWUaX/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,2.0,0,0
sifting_ID0000012,compute,0,1598981486.0,,,1598981493.0,1598981721.0,1598981764.0,1598981764.0,1598981770.0,7.0,,228.0,43.0,6.0,29.0,1580479763.0,4.0,2126612.0,panorama,condorpool,worker-2,sifting,/var/lib/condor/execute/dir_10509/pegasus.Zr6sIv8WE/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,2.1,0,0
individuals_ID0000021,compute,0,1598981486.0,,,1598981493.0,1598981503.0,1598981748.0,1598981748.0,1598981759.0,7.0,,10.0,245.0,11.0,161.0,1014251457.0,4.0,28165.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_27627/pegasus.1RS06OD6C/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,59.8,0,0
individuals_ID0000020,compute,0,1598981486.0,,,1598981493.0,1598981503.0,1598981754.0,1598981754.0,1598981764.0,7.0,,10.0,251.0,10.0,162.0,1014251457.0,5.0,28147.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_28166/pegasus.wnbVRb4ce/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,62.0,0,0
individuals_ID0000009,compute,0,1598981486.0,,,1598981492.0,1598981503.0,1598981748.0,1598981748.0,1598981759.0,6.0,,11.0,245.0,11.0,157.0,1014280442.0,4.0,28105.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_27607/pegasus.22fx6IjHH/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,60.2,0,0
individuals_ID0000019,compute,0,1598981486.0,,,1598981492.0,1598981501.0,1598981748.0,1598981748.0,1598981759.0,6.0,,9.0,247.0,11.0,161.0,1014251457.0,4.0,28181.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_28161/pegasus.ZJXPxPeyw/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,62.1,0,0
individuals_ID0000008,compute,0,1598981486.0,,,1598981492.0,1598981501.0,1598981748.0,1598981748.0,1598981759.0,6.0,,9.0,247.0,11.0,158.0,1014280442.0,4.0,28047.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_27602/pegasus.rRLXZDE3R/individuals,ALL.chr1.100000.vcf   1   7001   8001   10000,60.3,0,0
individuals_ID0000014,compute,0,1598981486.0,,,1598981492.0,1598981501.0,1598981738.0,1598981738.0,1598981743.0,6.0,,9.0,237.0,5.0,147.0,1014251457.0,4.0,28242.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_27294/pegasus.f8SMhgTP2/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,66.0,0,0
individuals_ID0000003,compute,0,1598981486.0,,,1598981492.0,1598981501.0,1598981754.0,1598981754.0,1598981764.0,6.0,,9.0,253.0,10.0,165.0,1014280442.0,7.0,28031.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_16514/pegasus.r7ZhOHB1e/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,59.9,0,0
individuals_ID0000013,compute,0,1598981486.0,,,1598981492.0,1598981501.0,1598981754.0,1598981754.0,1598981764.0,6.0,,9.0,253.0,10.0,166.0,1014251457.0,6.0,28231.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_4122/pegasus.88GBr03Of/individuals,ALL.chr2.100000.vcf   2   1   1001   10000,59.5,0,0
individuals_ID0000010,compute,0,1598981486.0,,,1598981493.0,1598981504.0,1598981748.0,1598981748.0,1598981759.0,7.0,,11.0,244.0,11.0,159.0,1014280442.0,4.0,28045.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_28290/pegasus.EuNGwpGTc/individuals,ALL.chr1.100000.vcf   1   9001   10001   10000,62.3,0,0
individuals_ID0000001,compute,0,1598981486.0,,,1598981492.0,1598981501.0,1598981754.0,1598981754.0,1598981764.0,6.0,,9.0,253.0,10.0,165.0,1014280442.0,7.0,28084.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_16510/pegasus.DX6Y4vSdM/individuals,ALL.chr1.100000.vcf   1   1   1001   10000,59.9,0,0
individuals_ID0000002,compute,0,1598981486.0,,,1598981492.0,1598981501.0,1598981733.0,1598981733.0,1598981738.0,6.0,,9.0,232.0,5.0,140.0,1014280442.0,4.0,28160.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_27287/pegasus.O0iaKy9ST/individuals,ALL.chr1.100000.vcf   1   1001   2001   10000,66.0,0,0
individuals_ID0000004,compute,0,1598981486.0,,,1598981491.0,1598981500.0,1598981754.0,1598981754.0,1598981764.0,5.0,,9.0,254.0,10.0,168.0,1014280442.0,6.0,28086.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_4113/pegasus.NDRrm68XB/individuals,ALL.chr1.100000.vcf   1   3001   4001   10000,59.4,0,0
individuals_ID0000005,compute,0,1598981486.0,,,1598981491.0,1598981501.0,1598981748.0,1598981748.0,1598981759.0,5.0,,10.0,247.0,11.0,158.0,1014280442.0,4.0,28067.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_28157/pegasus.VHEGmmMcq/individuals,ALL.chr1.100000.vcf   1   4001   5001   10000,62.3,0,0
individuals_ID0000016,compute,0,1598981486.0,,,1598981491.0,1598981500.0,1598981748.0,1598981748.0,1598981759.0,5.0,,9.0,248.0,11.0,165.0,1014251457.0,4.0,28178.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_16502/pegasus.tNKcb2J1M/individuals,ALL.chr2.100000.vcf   2   3001   4001   10000,60.0,0,0
individuals_ID0000015,compute,0,1598981486.0,,,1598981491.0,1598981502.0,1598981743.0,1598981743.0,1598981748.0,5.0,,11.0,241.0,5.0,156.0,1014251457.0,5.0,28202.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_27598/pegasus.89g4HZJ9c/individuals,ALL.chr2.100000.vcf   2   2001   3001   10000,60.2,0,0
individuals_ID0000017,compute,0,1598981486.0,,,1598981491.0,1598981501.0,1598981754.0,1598981754.0,1598981764.0,5.0,,10.0,253.0,10.0,167.0,1014251457.0,6.0,28165.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_4117/pegasus.6ghUKcapS/individuals,ALL.chr2.100000.vcf   2   4001   5001   10000,59.7,0,0
individuals_ID0000007,compute,0,1598981486.0,,,1598981492.0,1598981500.0,1598981748.0,1598981748.0,1598981759.0,6.0,,8.0,248.0,11.0,165.0,1014280442.0,4.0,28049.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_16503/pegasus.TS5aw8fFu/individuals,ALL.chr1.100000.vcf   1   6001   7001   10000,60.2,0,0
individuals_ID0000018,compute,0,1598981486.0,,,1598981492.0,1598981501.0,1598981743.0,1598981743.0,1598981748.0,6.0,,9.0,242.0,5.0,149.0,1014251457.0,4.0,28319.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_27286/pegasus.kQ4g2lFZM/individuals,ALL.chr2.100000.vcf   2   5001   6001   10000,65.5,0,0
individuals_ID0000022,compute,0,1598981486.0,,,1598981492.0,1598981501.0,1598981754.0,1598981754.0,1598981764.0,6.0,,9.0,253.0,10.0,167.0,1014251457.0,6.0,28162.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_4120/pegasus.a9miQXKKK/individuals,ALL.chr2.100000.vcf   2   9001   10001   10000,59.8,0,0
individuals_ID0000006,compute,0,1598981486.0,,,1598981491.0,1598981500.0,1598981723.0,1598981723.0,1598981728.0,5.0,,9.0,223.0,5.0,135.0,1014280442.0,5.0,28022.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_27282/pegasus.rTXk8YVFY/individuals,ALL.chr1.100000.vcf   1   5001   6001   10000,66.2,0,0
individuals_merge_ID0000011,compute,0,1598981764.0,,,1598981770.0,1598981771.0,1598981815.0,1598981815.0,1598981820.0,6.0,,1.0,44.0,5.0,6.0,281061.0,4.0,23883.0,panorama,condorpool,worker-1,individuals_merge,/var/lib/condor/execute/dir_3653/pegasus.n46tTAkTv/individuals_merge,1   chr1n-1-1001.tar.gz   chr1n-1001-2001.tar.gz   chr1n-2001-3001.tar.gz   chr1n-3001-4001.tar.gz   chr1n-4001-5001.tar.gz   chr1n-5001-6001.tar.gz   chr1n-6001-7001.tar.gz   chr1n-7001-8001.tar.gz   chr1n-8001-9001.tar.gz   chr1n-9001-10001.tar.gz,23.5,0,0
individuals_merge_ID0000023,compute,0,1598981764.0,,,1598981770.0,1598981770.0,1598981815.0,1598981815.0,1598981820.0,6.0,,0.0,45.0,5.0,6.0,282357.0,4.0,23761.0,panorama,condorpool,worker-4,individuals_merge,/var/lib/condor/execute/dir_16044/pegasus.6bqxTOnKK/individuals_merge,2   chr2n-1-1001.tar.gz   chr2n-1001-2001.tar.gz   chr2n-2001-3001.tar.gz   chr2n-3001-4001.tar.gz   chr2n-4001-5001.tar.gz   chr2n-5001-6001.tar.gz   chr2n-6001-7001.tar.gz   chr2n-7001-8001.tar.gz   chr2n-8001-9001.tar.gz   chr2n-9001-10001.tar.gz,24.4,0,0
frequency_ID0000052,compute,0,1598981820.0,,,1598981838.0,1598981849.0,1598981993.0,1598981993.0,1598981998.0,18.0,,11.0,144.0,5.0,3.0,1446579.0,5.0,291457.0,panorama,condorpool,worker-2,frequency,/var/lib/condor/execute/dir_27357/pegasus.Op5eRs7V5/frequency,-c   2   -pop   ALL,116.2,0,0
mutation_overlap_ID0000043,compute,0,1598981820.0,,,1598981839.0,1598981850.0,1598981872.0,1598981872.0,1598981877.0,19.0,,11.0,22.0,5.0,4.0,1431364.0,5.0,145851.0,panorama,condorpool,worker-0,mutation_overlap,/var/lib/condor/execute/dir_27803/pegasus.vQUqyObGG/mutation_overlap,-c   2   -pop   EUR,4.1,0,0
frequency_ID0000046,compute,0,1598981820.0,,,1598981839.0,1598981850.0,1598981987.0,1598981987.0,1598981993.0,19.0,,11.0,137.0,6.0,4.0,1423475.0,5.0,268438.0,panorama,condorpool,worker-0,frequency,/var/lib/condor/execute/dir_27768/pegasus.rRhI2Qhyi/frequency,-c   2   -pop   EAS,109.6,0,0
mutation_overlap_ID0000041,compute,0,1598981820.0,,,1598981839.0,1598981850.0,1598981872.0,1598981872.0,1598981877.0,19.0,,11.0,22.0,5.0,4.0,1430300.0,4.0,146297.0,panorama,condorpool,worker-3,mutation_overlap,/var/lib/condor/execute/dir_27192/pegasus.PVP58o4Zc/mutation_overlap,-c   2   -pop   AMR,3.3,0,0
frequency_ID0000048,compute,0,1598981820.0,,,1598981839.0,1598981849.0,1598981987.0,1598981987.0,1598981993.0,19.0,,10.0,138.0,6.0,3.0,1426667.0,5.0,275343.0,panorama,condorpool,worker-2,frequency,/var/lib/condor/execute/dir_27362/pegasus.yUxyqvaKB/frequency,-c   2   -pop   AFR,114.0,0,0
frequency_ID0000042,compute,0,1598981820.0,,,1598981839.0,1598981866.0,1598982010.0,1598982010.0,1598982016.0,19.0,,27.0,144.0,6.0,3.0,1422827.0,5.0,261781.0,panorama,condorpool,worker-1,frequency,/var/lib/condor/execute/dir_30181/pegasus.XP5Khk6H7/frequency,-c   2   -pop   AMR,107.5,0,0
mutation_overlap_ID0000047,compute,0,1598981820.0,,,1598981842.0,1598981871.0,1598981892.0,1598981892.0,1598981897.0,22.0,,29.0,21.0,5.0,3.0,1434140.0,4.0,148785.0,panorama,condorpool,worker-0,mutation_overlap,/var/lib/condor/execute/dir_28620/pegasus.61PUTYjxO/mutation_overlap,-c   2   -pop   AFR,5.2,0,0
mutation_overlap_ID0000051,compute,0,1598981820.0,,,1598981841.0,1598981869.0,1598981907.0,1598981907.0,1598981912.0,21.0,,28.0,38.0,5.0,4.0,1454052.0,4.0,171501.0,panorama,condorpool,worker-3,mutation_overlap,/var/lib/condor/execute/dir_28034/pegasus.aT7JZmQrk/mutation_overlap,-c   2   -pop   ALL,24.9,0,0
mutation_overlap_ID0000039,compute,0,1598981820.0,,,1598981841.0,1598981869.0,1598981887.0,1598981887.0,1598981892.0,21.0,,28.0,18.0,5.0,4.0,1426908.0,4.0,140952.0,panorama,condorpool,worker-4,mutation_overlap,/var/lib/condor/execute/dir_9917/pegasus.RqnqqV8TG/mutation_overlap,-c   2   -pop   GBR,2.1,0,0
mutation_overlap_ID0000049,compute,0,1598981820.0,,,1598981842.0,1598981871.0,1598981892.0,1598981892.0,1598981897.0,22.0,,29.0,21.0,5.0,4.0,1431300.0,4.0,147445.0,panorama,condorpool,worker-3,mutation_overlap,/var/lib/condor/execute/dir_28050/pegasus.7CeuFt65q/mutation_overlap,-c   2   -pop   SAS,4.0,0,0
mutation_overlap_ID0000045,compute,0,1598981820.0,,,1598981842.0,1598981871.0,1598981892.0,1598981892.0,1598981897.0,22.0,,29.0,21.0,5.0,4.0,1430948.0,4.0,146722.0,panorama,condorpool,worker-0,mutation_overlap,/var/lib/condor/execute/dir_28583/pegasus.4hKTU11nA/mutation_overlap,-c   2   -pop   EAS,4.1,0,0
frequency_ID0000040,compute,0,1598981820.0,,,1598981837.0,1598981850.0,1598981982.0,1598981982.0,1598981987.0,17.0,,13.0,132.0,5.0,4.0,1419435.0,4.0,222567.0,panorama,condorpool,worker-3,frequency,/var/lib/condor/execute/dir_27187/pegasus.ibyxmeVHB/frequency,-c   2   -pop   GBR,106.5,0,0
frequency_ID0000044,compute,0,1598981820.0,,,1598981839.0,1598981866.0,1598982010.0,1598982010.0,1598982016.0,19.0,,27.0,144.0,6.0,4.0,1423891.0,4.0,270018.0,panorama,condorpool,worker-1,frequency,/var/lib/condor/execute/dir_30199/pegasus.0HaFGignm/frequency,-c   2   -pop   EUR,107.7,0,0
