,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200922T030313Z_0_condorpool,auxiliary,0,1600752245.0,,,1600752249.0,1600752250.0,1600752254.0,1600752254.0,1600752259.0,4.0,,1.0,4.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.3,0,0
sifting_ID0000024,compute,0,1600752259.0,,,1600752264.0,1600752472.0,1600752519.0,1600752519.0,1600752524.0,5.0,,208.0,47.0,5.0,34.0,1708157176.0,4.0,1365482.0,panorama,condorpool,worker-1,sifting,/var/lib/condor/execute/dir_25149/pegasus.AlN0iwj9f/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,1.9,0,0
sifting_ID0000012,compute,0,1600752259.0,,,1600752264.0,1600752471.0,1600752514.0,1600752514.0,1600752519.0,5.0,,207.0,43.0,5.0,34.0,1580479763.0,4.0,2126612.0,panorama,condorpool,worker-0,sifting,/var/lib/condor/execute/dir_21361/pegasus.ORmUtoQQI/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,2.0,0,0
individuals_ID0000021,compute,0,1600752259.0,,,1600752264.0,1600752280.0,1600752529.0,1600752529.0,1600752534.0,5.0,,16.0,249.0,5.0,171.0,1014251457.0,6.0,27780.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_5543/pegasus.xpblIU0eI/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,56.4,0,0
individuals_ID0000020,compute,0,1600752259.0,,,1600752264.0,1600752280.0,1600752534.0,1600752534.0,1600752539.0,5.0,,16.0,254.0,5.0,174.0,1014251457.0,6.0,27890.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_5538/pegasus.8dBq8sTbj/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,57.0,0,0
individuals_ID0000009,compute,0,1600752259.0,,,1600752264.0,1600752279.0,1600752529.0,1600752529.0,1600752534.0,5.0,,15.0,250.0,5.0,165.0,1014280442.0,4.0,27815.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_13196/pegasus.GTm4laVws/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,70.5,0,0
individuals_ID0000019,compute,0,1600752259.0,,,1600752264.0,1600752280.0,1600752539.0,1600752539.0,1600752544.0,5.0,,16.0,259.0,5.0,175.0,1014251457.0,5.0,28062.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_29864/pegasus.Tay7WwxOi/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,63.2,0,0
individuals_ID0000008,compute,0,1600752259.0,,,1600752264.0,1600752280.0,1600752539.0,1600752539.0,1600752544.0,5.0,,16.0,259.0,5.0,171.0,1014280442.0,5.0,28027.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_11268/pegasus.mTfloRQtQ/individuals,ALL.chr1.100000.vcf   1   7001   8001   10000,67.7,0,0
individuals_ID0000014,compute,0,1600752259.0,,,1600752264.0,1600752280.0,1600752524.0,1600752524.0,1600752529.0,5.0,,16.0,244.0,5.0,164.0,1014251457.0,5.0,27731.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_21887/pegasus.569B6xiiT/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,71.1,0,0
individuals_ID0000003,compute,0,1600752259.0,,,1600752264.0,1600752280.0,1600752534.0,1600752534.0,1600752539.0,5.0,,16.0,254.0,5.0,174.0,1014280442.0,6.0,27873.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_5536/pegasus.ulEXmKo72/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,56.8,0,0
individuals_ID0000013,compute,0,1600752259.0,,,1600752264.0,1600752280.0,1600752514.0,1600752514.0,1600752519.0,5.0,,16.0,234.0,5.0,154.0,1014251457.0,5.0,27960.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_29861/pegasus.kaJ5myyzS/individuals,ALL.chr2.100000.vcf   2   1   1001   10000,63.5,0,0
individuals_ID0000010,compute,0,1600752259.0,,,1600752264.0,1600752280.0,1600752544.0,1600752544.0,1600752549.0,5.0,,16.0,264.0,5.0,173.0,1014280442.0,5.0,28003.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_11271/pegasus.pGyIs2d0J/individuals,ALL.chr1.100000.vcf   1   9001   10001   10000,67.8,0,0
individuals_ID0000001,compute,0,1600752259.0,,,1600752264.0,1600752279.0,1600752534.0,1600752534.0,1600752539.0,5.0,,15.0,255.0,5.0,173.0,1014280442.0,5.0,27863.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_13189/pegasus.e3DyTeofD/individuals,ALL.chr1.100000.vcf   1   1   1001   10000,70.6,0,0
individuals_ID0000002,compute,0,1600752259.0,,,1600752264.0,1600752279.0,1600752529.0,1600752529.0,1600752534.0,5.0,,15.0,250.0,5.0,169.0,1014280442.0,4.0,27853.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_13194/pegasus.ck0R0AOpA/individuals,ALL.chr1.100000.vcf   1   1001   2001   10000,70.5,0,0
individuals_ID0000004,compute,0,1600752259.0,,,1600752264.0,1600752280.0,1600752534.0,1600752534.0,1600752539.0,5.0,,16.0,254.0,5.0,175.0,1014280442.0,6.0,27892.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_5535/pegasus.QqficmoGS/individuals,ALL.chr1.100000.vcf   1   3001   4001   10000,56.8,0,0
individuals_ID0000005,compute,0,1600752259.0,,,1600752264.0,1600752278.0,1600752474.0,1600752474.0,1600752479.0,5.0,,14.0,196.0,5.0,133.0,1014280442.0,5.0,27708.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_13187/pegasus.jCyQANvHV/individuals,ALL.chr1.100000.vcf   1   4001   5001   10000,70.9,0,0
individuals_ID0000016,compute,0,1600752259.0,,,1600752264.0,1600752279.0,1600752539.0,1600752539.0,1600752544.0,5.0,,15.0,260.0,5.0,170.0,1014251457.0,5.0,28058.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_11263/pegasus.11itCofUq/individuals,ALL.chr2.100000.vcf   2   3001   4001   10000,67.2,0,0
individuals_ID0000015,compute,0,1600752259.0,,,1600752264.0,1600752278.0,1600752474.0,1600752474.0,1600752479.0,5.0,,14.0,196.0,5.0,127.0,1014251457.0,5.0,27784.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_21880/pegasus.cRwzWKW3j/individuals,ALL.chr2.100000.vcf   2   2001   3001   10000,71.8,0,0
