,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200922T030313Z_0_condorpool,auxiliary,0,1600757070.0,,,1600757074.0,1600757075.0,1600757079.0,1600757079.0,1600757084.0,4.0,,1.0,4.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.3,0,0
sifting_ID0000024,compute,0,1600757084.0,,,1600757089.0,1600757310.0,1600757360.0,1600757360.0,1600757365.0,5.0,,221.0,50.0,5.0,38.0,1708157176.0,4.0,1365482.0,panorama,condorpool,worker-0,sifting,/var/lib/condor/execute/dir_1337/pegasus.ej2SwrWTO/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,1.9,0,0
sifting_ID0000012,compute,0,1600757084.0,,,1600757089.0,1600757298.0,1600757344.0,1600757344.0,1600757349.0,5.0,,209.0,46.0,5.0,32.0,1580479763.0,4.0,2126612.0,panorama,condorpool,worker-1,sifting,/var/lib/condor/execute/dir_23732/pegasus.mFFrahWif/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,2.1,0,0
individuals_ID0000021,compute,0,1600757084.0,,,1600757089.0,1600757100.0,1600757365.0,1600757365.0,1600757375.0,5.0,,11.0,265.0,10.0,173.0,1014251457.0,4.0,28259.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_17780/pegasus.I2cuKxAJu/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,68.2,0,0
individuals_ID0000020,compute,0,1600757084.0,,,1600757089.0,1600757100.0,1600757365.0,1600757365.0,1600757375.0,5.0,,11.0,265.0,10.0,172.0,1014251457.0,5.0,28314.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_17777/pegasus.en8i3NKCj/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,68.0,0,0
individuals_ID0000009,compute,0,1600757084.0,,,1600757089.0,1600757099.0,1600757344.0,1600757344.0,1600757350.0,5.0,,10.0,245.0,6.0,165.0,1014280442.0,5.0,27990.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_17056/pegasus.A6AomvLuG/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,70.6,0,0
individuals_ID0000019,compute,0,1600757084.0,,,1600757089.0,1600757100.0,1600757355.0,1600757355.0,1600757360.0,5.0,,11.0,255.0,5.0,174.0,1014251457.0,6.0,28203.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_4900/pegasus.ZRqc9ex0m/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,57.0,0,0
individuals_ID0000008,compute,0,1600757084.0,,,1600757089.0,1600757100.0,1600757365.0,1600757365.0,1600757375.0,5.0,,11.0,265.0,10.0,155.0,1014280442.0,6.0,28214.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_17141/pegasus.LDcGJ82LP/individuals,ALL.chr1.100000.vcf   1   7001   8001   10000,63.0,0,0
individuals_ID0000014,compute,0,1600757084.0,,,1600757089.0,1600757099.0,1600757324.0,1600757324.0,1600757329.0,5.0,,10.0,225.0,5.0,146.0,1014251457.0,5.0,27638.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_17053/pegasus.7mJwrV8vg/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,70.2,0,0
individuals_ID0000003,compute,0,1600757084.0,,,1600757089.0,1600757099.0,1600757350.0,1600757350.0,1600757355.0,5.0,,10.0,251.0,5.0,170.0,1014280442.0,5.0,28014.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_13922/pegasus.RxFOSlOQ2/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,68.8,0,0
individuals_ID0000013,compute,0,1600757084.0,,,1600757089.0,1600757099.0,1600757349.0,1600757349.0,1600757355.0,5.0,,10.0,250.0,6.0,166.0,1014251457.0,5.0,28184.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_13920/pegasus.j1NeY6FEP/individuals,ALL.chr2.100000.vcf   2   1   1001   10000,69.2,0,0
individuals_ID0000010,compute,0,1600757084.0,,,1600757089.0,1600757100.0,1600757355.0,1600757355.0,1600757360.0,5.0,,11.0,255.0,5.0,174.0,1014280442.0,6.0,28069.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_4904/pegasus.tOzbCAolw/individuals,ALL.chr1.100000.vcf   1   9001   10001   10000,57.4,0,0
individuals_ID0000001,compute,0,1600757084.0,,,1600757089.0,1600757100.0,1600757365.0,1600757365.0,1600757375.0,5.0,,11.0,265.0,10.0,174.0,1014280442.0,5.0,28167.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_17773/pegasus.Y8FLqBZiv/individuals,ALL.chr1.100000.vcf   1   1   1001   10000,68.0,0,0
individuals_ID0000002,compute,0,1600757084.0,,,1600757089.0,1600757100.0,1600757365.0,1600757365.0,1600757375.0,5.0,,11.0,265.0,10.0,161.0,1014280442.0,5.0,28248.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_17138/pegasus.mSFT2gxu0/individuals,ALL.chr1.100000.vcf   1   1001   2001   10000,62.9,0,0
individuals_ID0000004,compute,0,1600757084.0,,,1600757089.0,1600757100.0,1600757355.0,1600757355.0,1600757360.0,5.0,,11.0,255.0,5.0,175.0,1014280442.0,6.0,27998.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_4898/pegasus.55094IgBd/individuals,ALL.chr1.100000.vcf   1   3001   4001   10000,57.4,0,0
individuals_ID0000005,compute,0,1600757084.0,,,1600757089.0,1600757098.0,1600757314.0,1600757314.0,1600757319.0,5.0,,9.0,216.0,5.0,140.0,1014280442.0,5.0,28106.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_13914/pegasus.gTtHlfXaR/individuals,ALL.chr1.100000.vcf   1   4001   5001   10000,68.9,0,0
individuals_ID0000016,compute,0,1600757084.0,,,1600757089.0,1600757099.0,1600757365.0,1600757365.0,1600757375.0,5.0,,10.0,266.0,10.0,173.0,1014251457.0,6.0,28223.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_17772/pegasus.aHfQ61Op4/individuals,ALL.chr2.100000.vcf   2   3001   4001   10000,68.0,0,0
individuals_ID0000015,compute,0,1600757084.0,,,1600757089.0,1600757098.0,1600757299.0,1600757299.0,1600757304.0,5.0,,9.0,201.0,5.0,134.0,1014251457.0,4.0,28591.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_17049/pegasus.jtOpHNkhv/individuals,ALL.chr2.100000.vcf   2   2001   3001   10000,69.9,0,0
individuals_ID0000017,compute,0,1600757084.0,,,1600757089.0,1600757098.0,1600757329.0,1600757329.0,1600757334.0,5.0,,9.0,231.0,5.0,151.0,1014251457.0,6.0,27891.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_13915/pegasus.LjwmRhaLh/individuals,ALL.chr2.100000.vcf   2   4001   5001   10000,68.9,0,0
individuals_ID0000007,compute,0,1600757084.0,,,1600757089.0,1600757099.0,1600757344.0,1600757344.0,1600757350.0,5.0,,10.0,245.0,6.0,167.0,1014280442.0,5.0,28066.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_17050/pegasus.BPAFtq2FT/individuals,ALL.chr1.100000.vcf   1   6001   7001   10000,70.5,0,0
individuals_ID0000018,compute,0,1600757084.0,,,1600757089.0,1600757099.0,1600757365.0,1600757365.0,1600757375.0,5.0,,10.0,266.0,10.0,160.0,1014251457.0,5.0,28299.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_17137/pegasus.3w4BPZUYo/individuals,ALL.chr2.100000.vcf   2   5001   6001   10000,63.0,0,0
individuals_ID0000022,compute,0,1600757084.0,,,1600757089.0,1600757100.0,1600757355.0,1600757355.0,1600757360.0,5.0,,11.0,255.0,5.0,174.0,1014251457.0,6.0,28187.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_4899/pegasus.ws487lvrN/individuals,ALL.chr2.100000.vcf   2   9001   10001   10000,57.4,0,0
individuals_ID0000006,compute,0,1600757084.0,,,1600757089.0,1600757099.0,1600757375.0,1600757375.0,1600757380.0,5.0,,10.0,276.0,5.0,175.0,1014280442.0,5.0,28195.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_17136/pegasus.fSzo7qQGs/individuals,ALL.chr1.100000.vcf   1   5001   6001   10000,62.5,0,0
individuals_merge_ID0000023,compute,0,1600757375.0,,,1600757380.0,1600757381.0,1600757430.0,1600757430.0,1600757435.0,5.0,,1.0,49.0,5.0,10.0,282154.0,5.0,23822.0,panorama,condorpool,worker-4,individuals_merge,/var/lib/condor/execute/dir_17329/pegasus.eghduO1wW/individuals_merge,2   chr2n-1-1001.tar.gz   chr2n-1001-2001.tar.gz   chr2n-2001-3001.tar.gz   chr2n-3001-4001.tar.gz   chr2n-4001-5001.tar.gz   chr2n-5001-6001.tar.gz   chr2n-6001-7001.tar.gz   chr2n-7001-8001.tar.gz   chr2n-8001-9001.tar.gz   chr2n-9001-10001.tar.gz,24.8,0,0
