,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200922T030313Z_0_condorpool,auxiliary,0,1600745607.0,,,1600745611.0,1600745612.0,1600745616.0,1600745616.0,1600745621.0,4.0,,1.0,4.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.2,0,0
sifting_ID0000024,compute,0,1600745621.0,,,1600745626.0,1600745857.0,1600745906.0,1600745906.0,1600745911.0,5.0,,231.0,49.0,5.0,36.0,1708157176.0,5.0,1365482.0,panorama,condorpool,worker-0,sifting,/var/lib/condor/execute/dir_14895/pegasus.sTa4MzYhR/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,1.9,0,0
sifting_ID0000012,compute,0,1600745621.0,,,1600745626.0,1600745840.0,1600745881.0,1600745881.0,1600745886.0,5.0,,214.0,41.0,5.0,30.0,1580479763.0,5.0,2126612.0,panorama,condorpool,worker-1,sifting,/var/lib/condor/execute/dir_17133/pegasus.TrOHzDu46/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,2.1,0,0
individuals_ID0000021,compute,0,1600745621.0,,,1600745626.0,1600745649.0,1600745901.0,1600745901.0,1600745906.0,5.0,,23.0,252.0,5.0,175.0,1014251457.0,6.0,27926.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_7640/pegasus.CM1uYZFZC/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,57.4,0,0
individuals_ID0000020,compute,0,1600745621.0,,,1600745626.0,1600745649.0,1600745906.0,1600745906.0,1600745916.0,5.0,,23.0,257.0,10.0,177.0,1014251457.0,6.0,27937.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_7636/pegasus.xey7WQywx/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,57.5,0,0
individuals_ID0000009,compute,0,1600745621.0,,,1600745626.0,1600745648.0,1600745896.0,1600745896.0,1600745901.0,5.0,,22.0,248.0,5.0,165.0,1014280442.0,4.0,27941.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_30393/pegasus.zDkjyMZWs/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,71.3,0,0
individuals_ID0000019,compute,0,1600745621.0,,,1600745626.0,1600745648.0,1600745911.0,1600745911.0,1600745916.0,5.0,,22.0,263.0,5.0,173.0,1014251457.0,5.0,28060.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_25878/pegasus.ox7hVzwOU/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,67.4,0,0
individuals_ID0000008,compute,0,1600745621.0,,,1600745626.0,1600745648.0,1600745891.0,1600745891.0,1600745896.0,5.0,,22.0,243.0,5.0,161.0,1014280442.0,5.0,28015.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_25608/pegasus.frAxxnJQi/individuals,ALL.chr1.100000.vcf   1   7001   8001   10000,63.4,0,0
individuals_ID0000014,compute,0,1600745621.0,,,1600745626.0,1600745648.0,1600745891.0,1600745891.0,1600745896.0,5.0,,22.0,243.0,5.0,159.0,1014251457.0,4.0,27980.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_30391/pegasus.3g4OIbqgi/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,71.3,0,0
individuals_ID0000003,compute,0,1600745621.0,,,1600745626.0,1600745648.0,1600745906.0,1600745906.0,1600745916.0,5.0,,22.0,258.0,10.0,171.0,1014280442.0,4.0,28069.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_16163/pegasus.MPnmOb48u/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,70.4,0,0
individuals_ID0000013,compute,0,1600745621.0,,,1600745626.0,1600745648.0,1600745906.0,1600745906.0,1600745916.0,5.0,,22.0,258.0,10.0,173.0,1014251457.0,5.0,28017.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_25605/pegasus.KNFNQxX4c/individuals,ALL.chr2.100000.vcf   2   1   1001   10000,63.6,0,0
individuals_ID0000010,compute,0,1600745621.0,,,1600745626.0,1600745648.0,1600745911.0,1600745911.0,1600745921.0,5.0,,22.0,263.0,10.0,174.0,1014280442.0,5.0,28070.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_25879/pegasus.ILjKHIvvq/individuals,ALL.chr1.100000.vcf   1   9001   10001   10000,67.6,0,0
individuals_ID0000001,compute,0,1600745621.0,,,1600745626.0,1600745649.0,1600745901.0,1600745901.0,1600745906.0,5.0,,23.0,252.0,5.0,176.0,1014280442.0,6.0,27940.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_7635/pegasus.dJ3F9BRsm/individuals,ALL.chr1.100000.vcf   1   1   1001   10000,57.5,0,0
