,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200922T030313Z_0_condorpool,auxiliary,0,1600760084.0,,,1600760088.0,1600760089.0,1600760093.0,1600760093.0,1600760098.0,4.0,,1.0,4.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.3,0,0
sifting_ID0000024,compute,0,1600760098.0,,,1600760104.0,1600760313.0,1600760354.0,1600760354.0,1600760359.0,6.0,,209.0,41.0,5.0,29.0,1708157176.0,4.0,1365482.0,panorama,condorpool,worker-1,sifting,/var/lib/condor/execute/dir_2312/pegasus.0auhH6tBJ/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,1.9,0,0
sifting_ID0000012,compute,0,1600760098.0,,,1600760104.0,1600760288.0,1600760324.0,1600760324.0,1600760329.0,6.0,,184.0,36.0,5.0,25.0,1580479763.0,6.0,2126612.0,panorama,condorpool,worker-2,sifting,/var/lib/condor/execute/dir_30716/pegasus.r5qGVuNQS/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,1.9,0,0
individuals_ID0000021,compute,0,1600760098.0,,,1600760104.0,1600760117.0,1600760369.0,1600760369.0,1600760374.0,6.0,,13.0,252.0,5.0,175.0,1014251457.0,6.0,28660.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_2360/pegasus.IgNds7lAG/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,56.2,0,0
individuals_ID0000010,compute,0,1600760098.0,,,1600760104.0,1600760117.0,1600760374.0,1600760374.0,1600760379.0,6.0,,13.0,257.0,5.0,165.0,1014280442.0,5.0,28856.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_535/pegasus.7jhcyTYUB/individuals,ALL.chr1.100000.vcf   1   9001   10001   10000,68.5,0,0
individuals_ID0000020,compute,0,1600760098.0,,,1600760104.0,1600760117.0,1600760364.0,1600760364.0,1600760369.0,6.0,,13.0,247.0,5.0,173.0,1014251457.0,6.0,28674.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_2357/pegasus.5PfRUFI0y/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,56.1,0,0
individuals_ID0000009,compute,0,1600760098.0,,,1600760104.0,1600760117.0,1600760374.0,1600760374.0,1600760384.0,6.0,,13.0,257.0,10.0,172.0,1014280442.0,4.0,28713.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_19904/pegasus.oJ1RunccK/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,68.4,0,0
individuals_ID0000019,compute,0,1600760098.0,,,1600760104.0,1600760117.0,1600760364.0,1600760364.0,1600760369.0,6.0,,13.0,247.0,5.0,174.0,1014251457.0,5.0,28645.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_14255/pegasus.xG1yIoL7r/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,63.1,0,0
individuals_ID0000014,compute,0,1600760098.0,,,1600760104.0,1600760117.0,1600760349.0,1600760349.0,1600760354.0,6.0,,13.0,232.0,5.0,160.0,1014251457.0,5.0,28413.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_14252/pegasus.ifZth2erU/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,64.1,0,0
individuals_ID0000003,compute,0,1600760098.0,,,1600760103.0,1600760117.0,1600760374.0,1600760374.0,1600760379.0,5.0,,14.0,257.0,5.0,170.0,1014280442.0,5.0,28791.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_19902/pegasus.nBW2g0uH4/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,68.5,0,0
individuals_ID0000013,compute,0,1600760098.0,,,1600760103.0,1600760117.0,1600760364.0,1600760364.0,1600760369.0,5.0,,14.0,247.0,5.0,174.0,1014251457.0,6.0,28693.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_2354/pegasus.wZi081F1u/individuals,ALL.chr2.100000.vcf   2   1   1001   10000,56.1,0,0
individuals_ID0000008,compute,0,1600760098.0,,,1600760104.0,1600760117.0,1600760379.0,1600760379.0,1600760384.0,6.0,,13.0,262.0,5.0,170.0,1014280442.0,5.0,28701.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_533/pegasus.mPWTyiZRG/individuals,ALL.chr1.100000.vcf   1   7001   8001   10000,68.5,0,0
individuals_ID0000001,compute,0,1600760098.0,,,1600760103.0,1600760116.0,1600760374.0,1600760374.0,1600760379.0,5.0,,13.0,258.0,5.0,170.0,1014280442.0,5.0,28775.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_19897/pegasus.rIh6skCa4/individuals,ALL.chr1.100000.vcf   1   1   1001   10000,68.4,0,0
individuals_ID0000004,compute,0,1600760098.0,,,1600760103.0,1600760117.0,1600760354.0,1600760354.0,1600760359.0,5.0,,14.0,237.0,5.0,166.0,1014280442.0,6.0,28480.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_2353/pegasus.IaqA3W6WG/individuals,ALL.chr1.100000.vcf   1   3001   4001   10000,56.4,0,0
individuals_ID0000002,compute,0,1600760098.0,,,1600760103.0,1600760116.0,1600760369.0,1600760369.0,1600760374.0,5.0,,13.0,253.0,5.0,172.0,1014280442.0,4.0,28740.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_7970/pegasus.ZPZaGJ2Mx/individuals,ALL.chr1.100000.vcf   1   1001   2001   10000,70.1,0,0
individuals_ID0000005,compute,0,1600760098.0,,,1600760103.0,1600760116.0,1600760369.0,1600760369.0,1600760374.0,5.0,,13.0,253.0,5.0,165.0,1014280442.0,5.0,28746.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_19894/pegasus.QwlYBjxSF/individuals,ALL.chr1.100000.vcf   1   4001   5001   10000,68.5,0,0
individuals_ID0000016,compute,0,1600760098.0,,,1600760103.0,1600760116.0,1600760379.0,1600760379.0,1600760384.0,5.0,,13.0,263.0,5.0,173.0,1014251457.0,6.0,28850.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_526/pegasus.xM9XgOARt/individuals,ALL.chr2.100000.vcf   2   3001   4001   10000,68.4,0,0
individuals_ID0000006,compute,0,1600760098.0,,,1600760103.0,1600760117.0,1600760289.0,1600760289.0,1600760294.0,5.0,,14.0,172.0,5.0,117.0,1014280442.0,5.0,27831.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_14250/pegasus.IgywnoR58/individuals,ALL.chr1.100000.vcf   1   5001   6001   10000,65.1,0,0
individuals_ID0000015,compute,0,1600760098.0,,,1600760103.0,1600760115.0,1600760314.0,1600760314.0,1600760319.0,5.0,,12.0,199.0,5.0,132.0,1014251457.0,4.0,27674.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_7965/pegasus.R7j89BZ0d/individuals,ALL.chr2.100000.vcf   2   2001   3001   10000,70.8,0,0
individuals_ID0000007,compute,0,1600760098.0,,,1600760103.0,1600760117.0,1600760369.0,1600760369.0,1600760374.0,5.0,,14.0,252.0,5.0,164.0,1014280442.0,5.0,28810.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_528/pegasus.cJLbkkPNz/individuals,ALL.chr1.100000.vcf   1   6001   7001   10000,68.7,0,0
individuals_ID0000018,compute,0,1600760098.0,,,1600760103.0,1600760117.0,1600760364.0,1600760364.0,1600760369.0,5.0,,14.0,247.0,5.0,173.0,1014251457.0,5.0,28685.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_14251/pegasus.Jv01PtLNO/individuals,ALL.chr2.100000.vcf   2   5001   6001   10000,63.0,0,0
individuals_ID0000022,compute,0,1600760098.0,,,1600760103.0,1600760116.0,1600760364.0,1600760364.0,1600760369.0,5.0,,13.0,248.0,5.0,167.0,1014251457.0,5.0,28822.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_7967/pegasus.lwTJQOYnk/individuals,ALL.chr2.100000.vcf   2   9001   10001   10000,70.1,0,0
individuals_ID0000017,compute,0,1600760098.0,,,1600760103.0,1600760116.0,1600760349.0,1600760349.0,1600760354.0,5.0,,13.0,233.0,5.0,153.0,1014251457.0,4.0,28545.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_7966/pegasus.0zkVzMQwk/individuals,ALL.chr2.100000.vcf   2   4001   5001   10000,70.5,0,0
