,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200922T030313Z_0_condorpool,auxiliary,0,1600775769.0,,,1600775773.0,1600775774.0,1600775778.0,1600775778.0,1600775783.0,4.0,,1.0,4.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.3,0,0
sifting_ID0000024,compute,0,1600775783.0,,,1600775789.0,1600776039.0,1600776084.0,1600776084.0,1600776089.0,6.0,,250.0,45.0,5.0,31.0,1708157176.0,5.0,1365482.0,panorama,condorpool,worker-2,sifting,/var/lib/condor/execute/dir_4200/pegasus.J5qWhDE9i/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,1.8,0,0
sifting_ID0000012,compute,0,1600775783.0,,,1600775789.0,1600776038.0,1600776089.0,1600776089.0,1600776094.0,6.0,,249.0,51.0,5.0,38.0,1580479763.0,5.0,2126612.0,panorama,condorpool,worker-4,sifting,/var/lib/condor/execute/dir_15792/pegasus.BTaGZByTt/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,2.1,0,0
individuals_ID0000021,compute,0,1600775783.0,,,1600775789.0,1600775804.0,1600776069.0,1600776069.0,1600776074.0,6.0,,15.0,265.0,5.0,175.0,1014251457.0,4.0,27990.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_30960/pegasus.jzg7MqGKs/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,68.3,0,0
individuals_ID0000020,compute,0,1600775783.0,,,1600775789.0,1600775805.0,1600776049.0,1600776049.0,1600776054.0,6.0,,16.0,244.0,5.0,169.0,1014251457.0,6.0,27944.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_12386/pegasus.WzCd1Lbrz/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,56.0,0,0
individuals_ID0000009,compute,0,1600775783.0,,,1600775789.0,1600775804.0,1600776059.0,1600776059.0,1600776064.0,6.0,,15.0,255.0,5.0,168.0,1014280442.0,5.0,28015.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_30578/pegasus.5JdqT95bj/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,68.8,0,0
individuals_ID0000019,compute,0,1600775783.0,,,1600775789.0,1600775804.0,1600776064.0,1600776064.0,1600776074.0,6.0,,15.0,260.0,10.0,174.0,1014251457.0,5.0,28012.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_30955/pegasus.zMXguLL9r/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,68.4,0,0
individuals_ID0000008,compute,0,1600775783.0,,,1600775789.0,1600775804.0,1600776049.0,1600776049.0,1600776059.0,6.0,,15.0,245.0,10.0,170.0,1014280442.0,6.0,27868.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_12382/pegasus.7J4jpitRW/individuals,ALL.chr1.100000.vcf   1   7001   8001   10000,56.0,0,0
individuals_ID0000014,compute,0,1600775783.0,,,1600775789.0,1600775803.0,1600776064.0,1600776064.0,1600776074.0,6.0,,14.0,261.0,10.0,174.0,1014251457.0,4.0,27993.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_5110/pegasus.G3GATXInz/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,68.1,0,0
individuals_ID0000003,compute,0,1600775783.0,,,1600775789.0,1600775804.0,1600776064.0,1600776064.0,1600776074.0,6.0,,15.0,260.0,10.0,168.0,1014280442.0,5.0,28105.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_32221/pegasus.mZUNNd8CW/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,62.4,0,0
