0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.389130830764770508e+00,4.461942257217847985e-01,4.488188976377952555e-01
1.392961621284484863e+00,4.461942257217847985e-01,4.488188976377952555e-01
1.407796382904052734e+00,4.461942257217847985e-01,4.488188976377952555e-01
1.435473680496215820e+00,4.461942257217847985e-01,4.488188976377952555e-01
1.440822482109069824e+00,4.461942257217847985e-01,4.488188976377952555e-01
1.447950839996337891e+00,4.461942257217847985e-01,4.488188976377952555e-01
1.448501467704772949e+00,4.461942257217847985e-01,4.488188976377952555e-01
1.443809986114501953e+00,4.461942257217847985e-01,4.488188976377952555e-01
1.436938762664794922e+00,4.461942257217847985e-01,4.488188976377952555e-01
1.434134006500244141e+00,4.461942257217847985e-01,4.488188976377952555e-01
1.428163409233093262e+00,4.475065616797900270e-01,4.488188976377952555e-01
1.423220753669738770e+00,4.895013123359580054e-01,4.724409448818897572e-01
1.419233322143554688e+00,4.895013123359580054e-01,4.724409448818897572e-01
1.416627883911132812e+00,4.895013123359580054e-01,4.724409448818897572e-01
1.413975238800048828e+00,4.895013123359580054e-01,4.724409448818897572e-01
1.404471635818481445e+00,4.895013123359580054e-01,4.724409448818897572e-01
1.408158183097839355e+00,4.895013123359580054e-01,4.724409448818897572e-01
1.400885105133056641e+00,4.881889763779527769e-01,4.724409448818897572e-01
1.403514862060546875e+00,4.895013123359580054e-01,4.724409448818897572e-01
1.401185870170593262e+00,4.895013123359580054e-01,4.724409448818897572e-01
1.402651667594909668e+00,4.895013123359580054e-01,4.724409448818897572e-01
1.398244142532348633e+00,4.895013123359580054e-01,4.724409448818897572e-01
1.384914278984069824e+00,4.895013123359580054e-01,4.724409448818897572e-01
1.393358349800109863e+00,4.895013123359580054e-01,4.724409448818897572e-01
1.376524567604064941e+00,4.895013123359580054e-01,4.724409448818897572e-01
1.375175714492797852e+00,4.908136482939632339e-01,4.763779527559054983e-01
1.386612534523010254e+00,4.934383202099737464e-01,4.803149606299212393e-01
1.362721204757690430e+00,5.052493438320210251e-01,4.842519685039369803e-01
1.370441675186157227e+00,5.131233595800525071e-01,4.921259842519685179e-01
1.361024379730224609e+00,5.157480314960629642e-01,4.960629921259842590e-01
1.366000652313232422e+00,5.196850393700787052e-01,5.000000000000000000e-01
1.351329088211059570e+00,5.196850393700787052e-01,5.039370078740157410e-01
1.349349975585937500e+00,5.209973753280839892e-01,5.039370078740157410e-01
1.342664480209350586e+00,5.236220472440944462e-01,5.039370078740157410e-01
1.340941309928894043e+00,5.236220472440944462e-01,5.039370078740157410e-01
1.331466674804687500e+00,5.249343832020997302e-01,5.039370078740157410e-01
1.332530736923217773e+00,5.262467191601050143e-01,5.000000000000000000e-01
1.322541475296020508e+00,5.288713910761154713e-01,5.039370078740157410e-01
1.320574879646301270e+00,5.433070866141732624e-01,5.000000000000000000e-01
1.302216768264770508e+00,5.511811023622047445e-01,5.000000000000000000e-01
1.299783229827880859e+00,5.590551181102362266e-01,5.078740157480314821e-01
1.295870304107666016e+00,5.629921259842519676e-01,5.157480314960629642e-01
1.298226475715637207e+00,5.669291338582677087e-01,5.314960629921260393e-01
1.297327637672424316e+00,5.695538057742781657e-01,5.551181102362204856e-01
