0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.477747917175292969e+00,3.098400650582813776e-01,3.130081300813007950e-01
1.254558563232421875e+00,4.372458660883708492e-01,4.276422764227642004e-01
1.229223608970642090e+00,4.451070750880997684e-01,4.414634146341463450e-01
1.141816139221191406e+00,4.537815126050420145e-01,4.406504065040650620e-01
1.207950115203857422e+00,4.372458660883708492e-01,4.357723577235772527e-01
9.254691004753112793e-01,4.415830848468419445e-01,4.300813008130081050e-01
1.163303017616271973e+00,4.667931688804554113e-01,4.512195121951219634e-01
1.172228932380676270e+00,4.909189482244510905e-01,4.707317073170731447e-01
9.569242000579833984e-01,4.814312821902954620e-01,4.813008130081301017e-01
8.614683747291564941e-01,4.884792626728110543e-01,4.699186991869918617e-01
1.261689186096191406e+00,4.985090810517755489e-01,4.951219512195121908e-01
1.123942494392395020e+00,5.128761181892111942e-01,4.886178861788618155e-01
1.103796958923339844e+00,5.332068311195445887e-01,5.105691056910569570e-01
1.233527660369873047e+00,5.660070479804825139e-01,5.601626016260162766e-01
7.507883906364440918e-01,5.510978584982380024e-01,5.528455284552845628e-01
1.102284431457519531e+00,5.025752236378422388e-01,4.878048780487804770e-01
1.032719135284423828e+00,5.641095147736513438e-01,5.463414634146341875e-01
8.866440653800964355e-01,5.912171320140959807e-01,5.821138211382114180e-01
6.262521743774414062e-01,5.649227432908647817e-01,5.634146341463414087e-01
8.367218971252441406e-01,6.047709406343182437e-01,6.162601626016259715e-01
8.917593359947204590e-01,5.687178097045270109e-01,5.455284552845528490e-01
6.992183327674865723e-01,6.061263214963404922e-01,5.999999999999999778e-01
6.553702354431152344e-01,5.543507725670913100e-01,5.382113821138211351e-01
5.224637389183044434e-01,6.354025481160205935e-01,6.032520325203252209e-01
3.635863959789276123e-01,6.034155597722959952e-01,5.975609756097560732e-01
1.072407960891723633e+00,6.150718351856871990e-01,6.138211382113820669e-01
1.083520412445068359e+00,6.034155597722959952e-01,5.959349593495935071e-01
8.992093205451965332e-01,6.028734074274870736e-01,5.918699186991870365e-01
9.778128862380981445e-01,6.408240715641094765e-01,6.447154471544715992e-01
8.061025738716125488e-01,5.936568175657359614e-01,5.707317073170731225e-01
7.876248955726623535e-01,6.345893195988072666e-01,6.040650406504065595e-01
6.029390692710876465e-01,6.389265383572784174e-01,6.097560975609755962e-01
9.006626605987548828e-01,6.253727297370561544e-01,6.170731707317073100e-01
4.145742952823638916e-01,6.153429113580916043e-01,5.999999999999999778e-01
7.243343591690063477e-01,6.565464895635673148e-01,6.585365853658536883e-01
6.055194139480590820e-01,6.446191379777717056e-01,6.390243902439024515e-01
6.104944944381713867e-01,6.267281105990782919e-01,6.276422764227642670e-01
7.715682983398437500e-01,6.570886419083762364e-01,6.528455284552845406e-01
1.177456855773925781e+00,6.356736242884249988e-01,6.422764227642276946e-01
1.495853424072265625e+00,6.644076985632962895e-01,6.471544715447153928e-01
5.945761203765869141e-01,6.814854974247763764e-01,6.821138211382113958e-01
6.596738696098327637e-01,6.638655462184873679e-01,6.373983739837398854e-01
8.814616799354553223e-01,6.351314719436161882e-01,6.162601626016259715e-01
5.228235721588134766e-01,6.915153158037408154e-01,6.715447154471544389e-01
6.400285959243774414e-01,6.725399837354296695e-01,6.731707317073171160e-01
1.072058916091918945e+00,6.798590403903497226e-01,6.853658536585366390e-01
1.291428565979003906e+00,6.307942531851450374e-01,6.162601626016259715e-01
6.642319560050964355e-01,6.530224993223096019e-01,6.626016260162601590e-01
7.683773636817932129e-01,6.782325833559230688e-01,6.788617886178861527e-01
3.929632604122161865e-01,6.568175657359718311e-01,6.520325203252032020e-01
7.970532178878784180e-01,6.944971537001897177e-01,6.886178861788617711e-01
4.186064898967742920e-01,6.701002981837896888e-01,6.723577235772357774e-01
9.091870784759521484e-01,6.939550013553809071e-01,6.723577235772357774e-01
8.249224424362182617e-01,6.448902141501762220e-01,6.398373983739837900e-01
1.090446949005126953e+00,6.741664407698563233e-01,6.707317073170732113e-01
8.451157808303833008e-01,6.589861751152074065e-01,6.365853658536585469e-01
7.952686548233032227e-01,6.581729465979940796e-01,6.349593495934959808e-01
9.695460200309753418e-01,6.730821360802385911e-01,6.666666666666666297e-01
8.506351709365844727e-01,6.822987259419897033e-01,6.886178861788617711e-01
4.878672957420349121e-01,6.869070208728652593e-01,6.894308943089431096e-01
1.319513916969299316e+00,6.763350501490918987e-01,6.691056910569105343e-01
8.038730025291442871e-01,6.741664407698563233e-01,6.772357723577235866e-01
1.259562849998474121e+00,6.890756302521008347e-01,6.788617886178861527e-01
7.350178956985473633e-01,6.725399837354296695e-01,6.609756097560975929e-01
1.000578165054321289e+00,6.993765248034697901e-01,6.829268292682927344e-01
5.114722251892089844e-01,6.771482786663052256e-01,6.634146341463414975e-01
8.061067461967468262e-01,6.793168880455408010e-01,6.569105691056910112e-01
5.439149737358093262e-01,7.053402005963675947e-01,7.016260162601626327e-01
1.060353875160217285e+00,7.077798861480075754e-01,6.975609756097560510e-01
6.972404718399047852e-01,7.039848197343453462e-01,6.943089430894309189e-01
5.276063680648803711e-01,6.774193548387096309e-01,6.739837398373983435e-01
1.028295636177062988e+00,6.939550013553809071e-01,6.861788617886178665e-01
5.676808953285217285e-01,6.855516400108430108e-01,6.731707317073171160e-01
9.733367562294006348e-01,7.091352670100298239e-01,6.959349593495934849e-01
8.837611675262451172e-01,6.912442396313364101e-01,6.837398373983739619e-01
7.932283878326416016e-01,6.877202493900785862e-01,6.747967479674796820e-01
6.528404951095581055e-01,6.966657630794252931e-01,6.910569105691056757e-01
5.347315073013305664e-01,7.153700189753320338e-01,7.113821138211382511e-01
5.170688033103942871e-01,7.118460287340743209e-01,6.951219512195121464e-01
8.075690865516662598e-01,7.148278666305232232e-01,6.951219512195121464e-01
5.370905399322509766e-01,7.126592572512876478e-01,7.105691056910569126e-01
5.609060525894165039e-01,7.156410951477365501e-01,6.959349593495934849e-01
4.116895794868469238e-01,7.262130658715099107e-01,7.211382113821138695e-01
7.296197414398193359e-01,7.012740580103008492e-01,6.869918699186992050e-01
1.290572762489318848e+00,7.020872865275141761e-01,6.747967479674796820e-01
8.562619686126708984e-01,7.197072377338031846e-01,7.040650406504065373e-01
7.980681061744689941e-01,7.080509623204119807e-01,6.886178861788617711e-01
7.760571241378784180e-01,7.283816752507454861e-01,7.186991869918699649e-01
4.156925082206726074e-01,6.595283274600162171e-01,6.333333333333333037e-01
8.587971925735473633e-01,7.020872865275141761e-01,6.902439024390243372e-01
8.891587853431701660e-01,7.218758471130387600e-01,7.097560975609755740e-01
8.764432072639465332e-01,7.083220384928164970e-01,6.910569105691056757e-01
4.740330874919891357e-01,7.235023041474654137e-01,7.121951219512194786e-01
6.735883355140686035e-01,7.172675521821632039e-01,7.024390243902438602e-01
7.122312784194946289e-01,7.224179994578476816e-01,7.048780487804877648e-01
6.026409864425659180e-01,7.321767416644077153e-01,7.032520325203251987e-01
4.501758217811584473e-01,7.148278666305232232e-01,7.105691056910569126e-01
8.263971209526062012e-01,7.224179994578476816e-01,7.146341463414633832e-01
5.899677872657775879e-01,6.993765248034697901e-01,6.918699186991870143e-01
5.200791954994201660e-01,7.077798861480075754e-01,6.886178861788617711e-01
1.198043823242187500e+00,7.424776362157766707e-01,7.219512195121950970e-01
6.592051982879638672e-01,7.132014095960964584e-01,6.983739837398373895e-01
8.852453231811523438e-01,6.969368392518298094e-01,6.902439024390243372e-01
5.779766440391540527e-01,7.278395229059365645e-01,7.089430894308943465e-01
2.084164619445800781e+00,6.898888587693141616e-01,6.731707317073171160e-01
4.961043000221252441e-01,7.118460287340743209e-01,7.065040650406504419e-01
7.851771712303161621e-01,7.430197885605854813e-01,7.178861788617886264e-01
6.798549294471740723e-01,7.259419896991053944e-01,7.121951219512194786e-01
8.858875632286071777e-01,7.300081322851721399e-01,7.178861788617886264e-01
9.827185869216918945e-01,7.169964760097586876e-01,7.113821138211382511e-01
4.382985830307006836e-01,7.221469232854431652e-01,7.016260162601626327e-01
7.902033925056457520e-01,7.142857142857143016e-01,6.934959349593495803e-01
8.816236257553100586e-01,7.405801030089455006e-01,7.138211382113821557e-01
3.811224102973937988e-01,6.985632962862564632e-01,6.861788617886178665e-01
6.114370822906494141e-01,7.015451341827053655e-01,6.788617886178861527e-01
3.898418247699737549e-01,7.267552182163188323e-01,7.170731707317072878e-01
5.969823598861694336e-01,7.316345893195987937e-01,7.016260162601626327e-01
1.094800114631652832e+00,7.324478178368121206e-01,7.219512195121950970e-01
4.765338897705078125e-01,7.283816752507454861e-01,7.056910569105691033e-01
6.515884995460510254e-01,7.262130658715099107e-01,7.016260162601626327e-01
4.185239076614379883e-01,6.850094876660342003e-01,6.585365853658536883e-01
1.699133157730102539e+00,7.180807806993765308e-01,7.089430894308943465e-01
7.020125389099121094e-01,7.302792084575765452e-01,6.918699186991870143e-01
7.087393403053283691e-01,6.852805638384386056e-01,6.560975609756097837e-01
1.042757391929626465e+00,7.186229330441854524e-01,6.999999999999999556e-01
2.557373642921447754e-01,7.403090268365410953e-01,7.211382113821138695e-01
1.032843589782714844e+00,7.245866088370832570e-01,6.991869918699187281e-01
2.427486777305603027e-01,7.272973705611276429e-01,6.967479674796748235e-01
8.956043720245361328e-01,7.362428842504743498e-01,7.170731707317072878e-01
6.612651348114013672e-01,7.384114936297099252e-01,7.162601626016260603e-01
8.024153113365173340e-01,7.283816752507454861e-01,7.056910569105691033e-01
1.193562030792236328e+00,7.310924369747898721e-01,7.219512195121950970e-01
6.095502972602844238e-01,7.449173217674166514e-01,7.227642276422764356e-01
4.852833151817321777e-01,7.527785307671455151e-01,7.260162601626016787e-01
1.055945515632629395e+00,7.400379506641365790e-01,7.195121951219511924e-01
5.643184185028076172e-01,7.476280834914611484e-01,7.203252032520325310e-01
5.024452805519104004e-01,7.291949037679588130e-01,7.056910569105691033e-01
3.873179852962493896e-01,7.400379506641365790e-01,7.040650406504065373e-01
5.472242832183837891e-01,7.489834643534832859e-01,7.211382113821138695e-01
9.895517826080322266e-01,7.080509623204119807e-01,6.959349593495934849e-01
5.650627613067626953e-01,7.609108159392788950e-01,7.341463414634146201e-01
4.851109087467193604e-01,7.641637300081323136e-01,7.235772357723577741e-01
1.146833181381225586e+00,7.362428842504743498e-01,7.048780487804877648e-01
5.061686038970947266e-01,7.522363784223367045e-01,7.268292682926829062e-01
