,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200830T182913Z_0_condorpool,auxiliary,0,1598845372.0,,,1598845376.0,1598845377.0,1598845381.0,1598845381.0,1598845386.0,4.0,,1.0,4.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.3,0,0
sifting_ID0000024,compute,0,1598845386.0,,,1598845396.0,1598845652.0,1598845713.0,1598845713.0,1598845718.0,10.0,,256.0,61.0,5.0,46.0,1708157176.0,4.0,1365482.0,panorama,condorpool,worker-4,sifting,/var/lib/condor/execute/dir_2686/pegasus.nf5IOv4k4/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,1.8,0,0
sifting_ID0000012,compute,0,1598845386.0,,,1598845396.0,1598845650.0,1598845708.0,1598845708.0,1598845713.0,10.0,,254.0,58.0,5.0,45.0,1580479763.0,4.0,2126612.0,panorama,condorpool,worker-4,sifting,/var/lib/condor/execute/dir_1434/pegasus.nrjNrgYQX/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,2.0,0,0
individuals_ID0000021,compute,0,1598845386.0,,,1598845395.0,1598845415.0,1598845683.0,1598845683.0,1598845688.0,9.0,,20.0,268.0,5.0,161.0,1014251457.0,4.0,28345.0,panorama,condorpool,httpgeni-orca,individuals,/var/lib/condor/execute/dir_19180/pegasus.8NSAjxnjR/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,67.4,0,0
individuals_ID0000020,compute,0,1598845386.0,,,1598845393.0,1598845415.0,1598845657.0,1598845657.0,1598845663.0,7.0,,22.0,242.0,6.0,160.0,1014251457.0,4.0,28033.0,panorama,condorpool,httpgeni-orca,individuals,/var/lib/condor/execute/dir_11110/pegasus.gPYkfyBmF/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,62.1,0,0
individuals_ID0000009,compute,0,1598845386.0,,,1598845393.0,1598845415.0,1598845668.0,1598845668.0,1598845673.0,7.0,,22.0,253.0,5.0,162.0,1014280442.0,4.0,28076.0,panorama,condorpool,httpgeni-orca,individuals,/var/lib/condor/execute/dir_14571/pegasus.Dr7yeI5iY/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,63.9,0,0
individuals_ID0000019,compute,0,1598845386.0,,,1598845393.0,1598845415.0,1598845683.0,1598845683.0,1598845688.0,7.0,,22.0,268.0,5.0,162.0,1014251457.0,4.0,28345.0,panorama,condorpool,httpgeni-orca,individuals,/var/lib/condor/execute/dir_19173/pegasus.mgdj09Wl9/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,67.6,0,0
individuals_ID0000008,compute,0,1598845386.0,,,1598845393.0,1598845415.0,1598845668.0,1598845668.0,1598845673.0,7.0,,22.0,253.0,5.0,165.0,1014280442.0,4.0,28036.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_12344/pegasus.ARhTwhORD/individuals,ALL.chr1.100000.vcf   1   7001   8001   10000,62.5,0,0
individuals_ID0000014,compute,0,1598845386.0,,,1598845393.0,1598845415.0,1598845663.0,1598845663.0,1598845668.0,7.0,,22.0,248.0,5.0,165.0,1014251457.0,5.0,28139.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_5178/pegasus.rIvIzYRcZ/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,63.1,0,0
individuals_ID0000003,compute,0,1598845386.0,,,1598845393.0,1598845415.0,1598845668.0,1598845668.0,1598845678.0,7.0,,22.0,253.0,10.0,164.0,1014280442.0,4.0,27949.0,panorama,condorpool,httpgeni-orca,individuals,/var/lib/condor/execute/dir_11106/pegasus.dl5i0ECcy/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,61.9,0,0
individuals_ID0000013,compute,0,1598845386.0,,,1598845393.0,1598845415.0,1598845668.0,1598845668.0,1598845673.0,7.0,,22.0,253.0,5.0,162.0,1014251457.0,4.0,28170.0,panorama,condorpool,httpgeni-orca,individuals,/var/lib/condor/execute/dir_14570/pegasus.t9DtXRxku/individuals,ALL.chr2.100000.vcf   2   1   1001   10000,63.7,0,0
individuals_ID0000010,compute,0,1598845386.0,,,1598845394.0,1598845415.0,1598845652.0,1598845652.0,1598845657.0,8.0,,21.0,237.0,5.0,156.0,1014280442.0,4.0,28012.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_5182/pegasus.EK7Uw8Rq7/individuals,ALL.chr1.100000.vcf   1   9001   10001   10000,63.3,0,0
individuals_ID0000001,compute,0,1598845386.0,,,1598845393.0,1598845415.0,1598845668.0,1598845668.0,1598845678.0,7.0,,22.0,253.0,10.0,166.0,1014280442.0,4.0,28019.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_12341/pegasus.BaLcS7yJS/individuals,ALL.chr1.100000.vcf   1   1   1001   10000,62.4,0,0
individuals_ID0000002,compute,0,1598845386.0,,,1598845393.0,1598845415.0,1598845683.0,1598845683.0,1598845688.0,7.0,,22.0,268.0,5.0,165.0,1014280442.0,4.0,28147.0,panorama,condorpool,httpgeni-orca,individuals,/var/lib/condor/execute/dir_19172/pegasus.1PD2rTRHg/individuals,ALL.chr1.100000.vcf   1   1001   2001   10000,67.3,0,0
individuals_ID0000004,compute,0,1598845386.0,,,1598845392.0,1598845414.0,1598845663.0,1598845663.0,1598845668.0,6.0,,22.0,249.0,5.0,166.0,1014280442.0,5.0,27971.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_12333/pegasus.2ifvVcmPX/individuals,ALL.chr1.100000.vcf   1   3001   4001   10000,62.4,0,0
individuals_ID0000005,compute,0,1598845386.0,,,1598845392.0,1598845414.0,1598845668.0,1598845668.0,1598845678.0,6.0,,22.0,254.0,10.0,167.0,1014280442.0,5.0,27973.0,panorama,condorpool,httpgeni-orca,individuals,/var/lib/condor/execute/dir_11098/pegasus.yWvXkOOBA/individuals,ALL.chr1.100000.vcf   1   4001   5001   10000,62.1,0,0
individuals_ID0000016,compute,0,1598845386.0,,,1598845392.0,1598845414.0,1598845652.0,1598845652.0,1598845657.0,6.0,,22.0,238.0,5.0,156.0,1014251457.0,4.0,27962.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_5170/pegasus.i8g2kcuMZ/individuals,ALL.chr2.100000.vcf   2   3001   4001   10000,63.4,0,0
individuals_ID0000015,compute,0,1598845386.0,,,1598845392.0,1598845414.0,1598845657.0,1598845657.0,1598845663.0,6.0,,22.0,243.0,6.0,157.0,1014251457.0,4.0,28010.0,panorama,condorpool,httpgeni-orca,individuals,/var/lib/condor/execute/dir_14562/pegasus.ps0sLSzhQ/individuals,ALL.chr2.100000.vcf   2   2001   3001   10000,63.4,0,0
individuals_ID0000017,compute,0,1598845386.0,,,1598845392.0,1598845414.0,1598845657.0,1598845657.0,1598845663.0,6.0,,22.0,243.0,6.0,162.0,1014251457.0,4.0,28013.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_12335/pegasus.nIW5jEQqD/individuals,ALL.chr2.100000.vcf   2   4001   5001   10000,62.9,0,0
individuals_ID0000007,compute,0,1598845386.0,,,1598845392.0,1598845414.0,1598845657.0,1598845657.0,1598845663.0,6.0,,22.0,243.0,6.0,157.0,1014280442.0,4.0,28025.0,panorama,condorpool,httpgeni-orca,individuals,/var/lib/condor/execute/dir_14564/pegasus.0IdbYAMXu/individuals,ALL.chr1.100000.vcf   1   6001   7001   10000,63.6,0,0
individuals_ID0000018,compute,0,1598845386.0,,,1598845392.0,1598845414.0,1598845663.0,1598845663.0,1598845668.0,6.0,,22.0,249.0,5.0,164.0,1014251457.0,4.0,28079.0,panorama,condorpool,httpgeni-orca,individuals,/var/lib/condor/execute/dir_11100/pegasus.LZjTmfIMe/individuals,ALL.chr2.100000.vcf   2   5001   6001   10000,62.1,0,0
individuals_ID0000022,compute,0,1598845386.0,,,1598845393.0,1598845414.0,1598845657.0,1598845657.0,1598845663.0,7.0,,21.0,243.0,6.0,163.0,1014251457.0,4.0,28030.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_5173/pegasus.o6WsgdrUL/individuals,ALL.chr2.100000.vcf   2   9001   10001   10000,63.0,0,0
individuals_ID0000006,compute,0,1598845386.0,,,1598845392.0,1598845414.0,1598845678.0,1598845678.0,1598845683.0,6.0,,22.0,264.0,5.0,162.0,1014280442.0,4.0,28151.0,panorama,condorpool,httpgeni-orca,individuals,/var/lib/condor/execute/dir_19168/pegasus.7qIprEgSD/individuals,ALL.chr1.100000.vcf   1   5001   6001   10000,67.3,0,0
individuals_merge_ID0000011,compute,0,1598845688.0,,,1598845693.0,1598845694.0,1598845738.0,1598845738.0,1598845743.0,5.0,,1.0,44.0,5.0,6.0,280724.0,4.0,24175.0,panorama,condorpool,httpgeni-orca,individuals_merge,/var/lib/condor/execute/dir_18719/pegasus.ctocLmLuX/individuals_merge,1   chr1n-1-1001.tar.gz   chr1n-1001-2001.tar.gz   chr1n-2001-3001.tar.gz   chr1n-3001-4001.tar.gz   chr1n-4001-5001.tar.gz   chr1n-5001-6001.tar.gz   chr1n-6001-7001.tar.gz   chr1n-7001-8001.tar.gz   chr1n-8001-9001.tar.gz   chr1n-9001-10001.tar.gz,27.0,0,0
individuals_merge_ID0000023,compute,0,1598845688.0,,,1598845693.0,1598845694.0,1598845738.0,1598845738.0,1598845743.0,5.0,,1.0,44.0,5.0,6.0,281491.0,4.0,24696.0,panorama,condorpool,httpgeni-orca,individuals_merge,/var/lib/condor/execute/dir_10647/pegasus.GC0de9vQu/individuals_merge,2   chr2n-1-1001.tar.gz   chr2n-1001-2001.tar.gz   chr2n-2001-3001.tar.gz   chr2n-3001-4001.tar.gz   chr2n-4001-5001.tar.gz   chr2n-5001-6001.tar.gz   chr2n-6001-7001.tar.gz   chr2n-7001-8001.tar.gz   chr2n-8001-9001.tar.gz   chr2n-9001-10001.tar.gz,24.9,0,0
frequency_ID0000052,compute,0,1598845743.0,,,1598845751.0,1598845770.0,1598845902.0,1598845902.0,1598845907.0,8.0,,19.0,132.0,5.0,4.0,1447514.0,4.0,291381.0,panorama,condorpool,httpgeni-orca,frequency,/var/lib/condor/execute/dir_3894/pegasus.Xm0Jd88nE/frequency,-c   2   -pop   ALL,111.5,0,0
mutation_overlap_ID0000043,compute,0,1598845743.0,,,1598845751.0,1598845770.0,1598845787.0,1598845787.0,1598845792.0,8.0,,19.0,17.0,5.0,4.0,1432299.0,4.0,145850.0,panorama,condorpool,httpgeni-orca,mutation_overlap,/var/lib/condor/execute/dir_14232/pegasus.fCw3yLS9A/mutation_overlap,-c   2   -pop   EUR,4.2,0,0
