,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200923T161044Z_0_condorpool,auxiliary,0,1600890710.0,,,1600890714.0,1600890717.0,1600890725.0,1600890725.0,1600890730.0,4.0,,3.0,8.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.2,0,0
sifting_ID0000024,compute,0,1600890730.0,,,1600890735.0,1600890931.0,1600890980.0,1600890980.0,1600890985.0,5.0,,196.0,49.0,5.0,38.0,1708157176.0,5.0,1365482.0,panorama,condorpool,worker-4,sifting,/var/lib/condor/execute/dir_20280/pegasus.qBqHdsQHI/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,1.9,0,0
sifting_ID0000012,compute,0,1600890730.0,,,1600890735.0,1600890911.0,1600890965.0,1600890965.0,1600890970.0,5.0,,176.0,54.0,5.0,40.0,1580479763.0,8.0,2126612.0,panorama,condorpool,worker-2,sifting,/var/lib/condor/execute/dir_2807/pegasus.MB43Zr1Ha/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,2.0,0,0
individuals_ID0000021,compute,0,1600890730.0,,,1600890735.0,1600890753.0,1600891000.0,1600891000.0,1600891005.0,5.0,,18.0,247.0,5.0,172.0,1014251457.0,6.0,27973.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_5389/pegasus.r0HBtMeWo/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,56.3,0,0
individuals_ID0000010,compute,0,1600890730.0,,,1600890735.0,1600890752.0,1600891005.0,1600891005.0,1600891015.0,5.0,,17.0,253.0,10.0,176.0,1014280442.0,5.0,27732.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_11835/pegasus.6IR54O0dv/individuals,ALL.chr1.100000.vcf   1   9001   10001   10000,69.4,0,0
individuals_ID0000020,compute,0,1600890730.0,,,1600890735.0,1600890753.0,1600891005.0,1600891005.0,1600891015.0,5.0,,18.0,252.0,10.0,173.0,1014251457.0,6.0,27911.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_5385/pegasus.5qHKqKv4H/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,56.4,0,0
individuals_ID0000009,compute,0,1600890730.0,,,1600890735.0,1600890752.0,1600891005.0,1600891005.0,1600891015.0,5.0,,17.0,253.0,10.0,173.0,1014280442.0,5.0,27882.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_8396/pegasus.jQP5WctCW/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,68.3,0,0
individuals_ID0000019,compute,0,1600890730.0,,,1600890735.0,1600890752.0,1600891000.0,1600891000.0,1600891005.0,5.0,,17.0,248.0,5.0,170.0,1014251457.0,4.0,28020.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_8392/pegasus.pcFQCi2tD/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,68.6,0,0
individuals_ID0000014,compute,0,1600890730.0,,,1600890735.0,1600890752.0,1600891005.0,1600891005.0,1600891015.0,5.0,,17.0,253.0,10.0,174.0,1014251457.0,6.0,27995.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_5381/pegasus.alQOI0dA0/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,56.0,0,0
individuals_ID0000003,compute,0,1600890730.0,,,1600890735.0,1600890751.0,1600891000.0,1600891000.0,1600891005.0,5.0,,16.0,249.0,5.0,170.0,1014280442.0,5.0,27927.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_8385/pegasus.1PbUxgk2k/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,68.7,0,0
individuals_ID0000013,compute,0,1600890730.0,,,1600890735.0,1600890752.0,1600891005.0,1600891005.0,1600891015.0,5.0,,17.0,253.0,10.0,164.0,1014251457.0,4.0,28201.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_11744/pegasus.T8hOU3z7F/individuals,ALL.chr2.100000.vcf   2   1   1001   10000,69.3,0,0
individuals_ID0000008,compute,0,1600890730.0,,,1600890735.0,1600890752.0,1600891005.0,1600891005.0,1600891015.0,5.0,,17.0,253.0,10.0,176.0,1014280442.0,5.0,27820.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_26742/pegasus.YpdobEUnA/individuals,ALL.chr1.100000.vcf   1   7001   8001   10000,62.8,0,0
individuals_ID0000001,compute,0,1600890730.0,,,1600890735.0,1600890752.0,1600891005.0,1600891005.0,1600891015.0,5.0,,17.0,253.0,10.0,176.0,1014280442.0,5.0,27768.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_11828/pegasus.D6ndJUjCy/individuals,ALL.chr1.100000.vcf   1   1   1001   10000,69.4,0,0
individuals_ID0000004,compute,0,1600890730.0,,,1600890735.0,1600890752.0,1600891005.0,1600891005.0,1600891015.0,5.0,,17.0,253.0,10.0,175.0,1014280442.0,6.0,27783.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_5380/pegasus.qy3CTszqq/individuals,ALL.chr1.100000.vcf   1   3001   4001   10000,56.1,0,0
individuals_ID0000002,compute,0,1600890730.0,,,1600890735.0,1600890752.0,1600891005.0,1600891005.0,1600891015.0,5.0,,17.0,253.0,10.0,176.0,1014280442.0,5.0,27858.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_26739/pegasus.Le8qmRIgG/individuals,ALL.chr1.100000.vcf   1   1001   2001   10000,63.1,0,0
individuals_ID0000005,compute,0,1600890730.0,,,1600890735.0,1600890751.0,1600890965.0,1600890965.0,1600890970.0,5.0,,16.0,214.0,5.0,141.0,1014280442.0,4.0,27758.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_8384/pegasus.NNvj9wihz/individuals,ALL.chr1.100000.vcf   1   4001   5001   10000,68.8,0,0
individuals_ID0000016,compute,0,1600890730.0,,,1600890735.0,1600890752.0,1600890935.0,1600890935.0,1600890940.0,5.0,,17.0,183.0,5.0,120.0,1014251457.0,5.0,27978.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_11823/pegasus.as53oy17I/individuals,ALL.chr2.100000.vcf   2   3001   4001   10000,69.9,0,0
individuals_ID0000006,compute,0,1600890730.0,,,1600890735.0,1600890752.0,1600890910.0,1600890910.0,1600890915.0,5.0,,17.0,158.0,5.0,103.0,1014280442.0,5.0,28515.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_26737/pegasus.bGb2xjhMf/individuals,ALL.chr1.100000.vcf   1   5001   6001   10000,65.4,0,0
individuals_ID0000015,compute,0,1600890730.0,,,1600890735.0,1600890751.0,1600891000.0,1600891000.0,1600891005.0,5.0,,16.0,249.0,5.0,158.0,1014251457.0,5.0,28261.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_11735/pegasus.SdeBhgZP9/individuals,ALL.chr2.100000.vcf   2   2001   3001   10000,69.1,0,0
individuals_ID0000007,compute,0,1600890730.0,,,1600890735.0,1600890752.0,1600891005.0,1600891005.0,1600891015.0,5.0,,17.0,253.0,10.0,177.0,1014280442.0,5.0,27809.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_11827/pegasus.kcmOrnb3g/individuals,ALL.chr1.100000.vcf   1   6001   7001   10000,69.4,0,0
individuals_ID0000018,compute,0,1600890730.0,,,1600890735.0,1600890751.0,1600890995.0,1600890995.0,1600891000.0,5.0,,16.0,244.0,5.0,155.0,1014251457.0,4.0,28246.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_11736/pegasus.haBkg0bJ3/individuals,ALL.chr2.100000.vcf   2   5001   6001   10000,69.0,0,0
