,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_casa_wind_wf-20200817T053229Z_0_condorpool,auxiliary,0,1620885408.0,,,1620885412.0,1620885413.0,1620885417.0,1620885417.0,1620885422.0,4.0,,1.0,4.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.2,0,0
gunzip_ID0000016,compute,0,1620885422.0,,,1620885428.0,1620885446.0,1620885463.0,1620885463.0,1620885468.0,6.0,,18.0,17.0,5.0,4.0,13846276.0,9.0,25844256.0,panorama,condorpool,worker-4,gunzip,/bin/gunzip,ftworth.tx-20170329-072851.netcdf.gz,0.3,0,0
gunzip_ID0000005,compute,0,1620885422.0,,,1620885428.0,1620885446.0,1620885463.0,1620885463.0,1620885468.0,6.0,,18.0,17.0,5.0,4.0,13907657.0,9.0,25879224.0,panorama,condorpool,worker-3,gunzip,/bin/gunzip,ftworth.tx-20170329-072811.netcdf.gz,0.3,0,0
gunzip_ID0000017,compute,0,1620885422.0,,,1620885428.0,1620885446.0,1620885463.0,1620885463.0,1620885468.0,6.0,,18.0,17.0,5.0,4.0,11070497.0,9.0,23895932.0,panorama,condorpool,worker-2,gunzip,/bin/gunzip,arlington.tx-20170329-072855.netcdf.gz,0.3,0,0
gunzip_ID0000006,compute,0,1620885422.0,,,1620885427.0,1620885446.0,1620885463.0,1620885463.0,1620885468.0,5.0,,19.0,17.0,5.0,4.0,11090338.0,9.0,23863644.0,panorama,condorpool,worker-1,gunzip,/bin/gunzip,arlington.tx-20170329-072815.netcdf.gz,0.3,0,0
gunzip_ID0000007,compute,0,1620885422.0,,,1620885427.0,1620885446.0,1620885463.0,1620885463.0,1620885468.0,5.0,,19.0,17.0,5.0,3.0,1247631.0,7.0,5205708.0,panorama,condorpool,worker-0,gunzip,/bin/gunzip,cleburne.tx-20170329-072825.netcdf.gz,0.0,0,0
gunzip_ID0000012,compute,0,1620885422.0,,,1620885427.0,1620885446.0,1620885463.0,1620885463.0,1620885468.0,5.0,,19.0,17.0,5.0,4.0,11117384.0,9.0,23863644.0,panorama,condorpool,worker-3,gunzip,/bin/gunzip,arlington.tx-20170329-072835.netcdf.gz,0.3,0,0
gunzip_ID0000001,compute,0,1620885422.0,,,1620885427.0,1620885446.0,1620885463.0,1620885463.0,1620885468.0,5.0,,19.0,17.0,5.0,3.0,4735527.0,9.0,14534020.0,panorama,condorpool,worker-2,gunzip,/bin/gunzip,denton.tx-20170329-072801.netcdf.gz,0.1,0,0
gunzip_ID0000013,compute,0,1620885422.0,,,1620885427.0,1620885446.0,1620885463.0,1620885463.0,1620885468.0,5.0,,19.0,17.0,5.0,3.0,1531090.0,7.0,22147600.0,panorama,condorpool,worker-1,gunzip,/bin/gunzip,addison.tx-20170329-072843.netcdf.gz,0.1,0,0
gunzip_ID0000008,compute,0,1620885422.0,,,1620885427.0,1620885446.0,1620885463.0,1620885463.0,1620885468.0,5.0,,19.0,17.0,5.0,4.0,11863722.0,9.0,23464772.0,panorama,condorpool,worker-4,gunzip,/bin/gunzip,midlothian.tx-20170329-072827.netcdf.gz,0.3,0,0
gunzip_ID0000014,compute,0,1620885422.0,,,1620885427.0,1620885446.0,1620885463.0,1620885463.0,1620885468.0,5.0,,19.0,17.0,5.0,4.0,11813415.0,9.0,23464772.0,panorama,condorpool,worker-4,gunzip,/bin/gunzip,midlothian.tx-20170329-072847.netcdf.gz,0.3,0,0
gunzip_ID0000003,compute,0,1620885422.0,,,1620885427.0,1620885446.0,1620885463.0,1620885463.0,1620885468.0,5.0,,19.0,17.0,5.0,4.0,11815317.0,9.0,23464772.0,panorama,condorpool,worker-3,gunzip,/bin/gunzip,midlothian.tx-20170329-072807.netcdf.gz,0.3,0,0
gunzip_ID0000015,compute,0,1620885422.0,,,1620885427.0,1620885446.0,1620885463.0,1620885463.0,1620885468.0,5.0,,19.0,17.0,5.0,4.0,10971537.0,8.0,24444828.0,panorama,condorpool,worker-2,gunzip,/bin/gunzip,mesquite.tx-20170329-072847.netcdf.gz,0.3,0,0
gunzip_ID0000004,compute,0,1620885422.0,,,1620885427.0,1620885446.0,1620885463.0,1620885463.0,1620885468.0,5.0,,19.0,17.0,5.0,3.0,10897811.0,9.0,24347964.0,panorama,condorpool,worker-1,gunzip,/bin/gunzip,mesquite.tx-20170329-072807.netcdf.gz,0.3,0,0
gunzip_ID0000010,compute,0,1620885422.0,,,1620885427.0,1620885446.0,1620885463.0,1620885463.0,1620885468.0,5.0,,19.0,17.0,5.0,3.0,4573171.0,8.0,14534020.0,panorama,condorpool,worker-4,gunzip,/bin/gunzip,denton.tx-20170329-072827.netcdf.gz,0.1,0,0
gunzip_ID0000011,compute,0,1620885422.0,,,1620885427.0,1620885446.0,1620885463.0,1620885463.0,1620885468.0,5.0,,19.0,17.0,5.0,4.0,13923138.0,8.0,25879224.0,panorama,condorpool,worker-0,gunzip,/bin/gunzip,ftworth.tx-20170329-072831.netcdf.gz,0.3,0,0
gunzip_ID0000009,compute,0,1620885422.0,,,1620885427.0,1620885446.0,1620885463.0,1620885463.0,1620885468.0,5.0,,19.0,17.0,5.0,3.0,10914416.0,8.0,24347964.0,panorama,condorpool,worker-3,gunzip,/bin/gunzip,mesquite.tx-20170329-072827.netcdf.gz,0.3,0,0
gunzip_ID0000002,compute,0,1620885422.0,,,1620885427.0,1620885446.0,1620885463.0,1620885463.0,1620885468.0,5.0,,19.0,17.0,5.0,3.0,1221704.0,7.0,5176716.0,panorama,condorpool,worker-0,gunzip,/bin/gunzip,cleburne.tx-20170329-072802.netcdf.gz,0.0,0,0
um_vel_ID0000018,compute,0,1620885468.0,,,1620885473.0,1620885473.0,1620885503.0,1620885503.0,1620885508.0,5.0,,0.0,30.0,5.0,21.0,524424980.0,4.0,556900.0,panorama,condorpool,worker-1,um_vel,/opt/UM_VEL/UM_VEL,denton.tx-20170329-072801.netcdf   cleburne.tx-20170329-072802.netcdf   midlothian.tx-20170329-072807.netcdf   mesquite.tx-20170329-072807.netcdf   ftworth.tx-20170329-072811.netcdf   arlington.tx-20170329-072815.netcdf   cleburne.tx-20170329-072825.netcdf   midlothian.tx-20170329-072827.netcdf   mesquite.tx-20170329-072827.netcdf   denton.tx-20170329-072827.netcdf   ftworth.tx-20170329-072831.netcdf   arlington.tx-20170329-072835.netcdf   addison.tx-20170329-072843.netcdf   midlothian.tx-20170329-072847.netcdf   mesquite.tx-20170329-072847.netcdf   ftworth.tx-20170329-072851.netcdf   arlington.tx-20170329-072855.netcdf,2.3,0,0
stage_out_local_condorpool_1_0,transfer,0,1620885508.0,,,1620885513.0,1620885513.0,1620885523.0,1620885523.0,1620885528.0,5.0,,0.0,10.0,5.0,,,5.0,1113800.0,panorama,local,master,pegasus::transfer,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,--threads   2,0.3,0,0
merged_netcdf2png_ID0000019,compute,0,1620885508.0,,,1620885513.0,1620885514.0,1620885533.0,1620885533.0,1620885539.0,5.0,,1.0,19.0,6.0,10.0,170623105.0,4.0,11040.0,panorama,condorpool,worker-1,merged_netcdf2png,/opt/netcdf2png/merged_netcdf2png,"-c   max_wind.png   -q   235   -z   11.176,38   -o   MaxVelocity_20170329-072855.png   MaxVelocity_20170329-072855.netcdf",0.2,0,0
mvt_ID0000020,compute,0,1620885508.0,,,1620885513.0,1620885530.0,1620885604.0,1620885604.0,1620885609.0,5.0,,17.0,74.0,5.0,9.0,170622820.0,4.0,26355.0,panorama,condorpool,worker-1,mvt,/opt/mvt/mvt,MaxVelocity_20170329-072855.netcdf,54.0,0,0
stage_out_local_condorpool_2_0,transfer,0,1620885609.0,,,1620885614.0,1620885614.0,1620885624.0,1620885624.0,1620885629.0,5.0,,0.0,10.0,5.0,,,6.0,74790.0,panorama,local,master,pegasus::transfer,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,--threads   2,0.4,0,0
pointalert_ID0000021,compute,0,1620885609.0,,,1620885614.0,1620885614.0,1620885634.0,1620885634.0,1620885639.0,5.0,,0.0,20.0,5.0,10.0,170113506.0,5.0,20238.0,panorama,condorpool,worker-1,pointalert,/opt/pointAlert/pointAlert,-c   pointAlert_config.txt   -p   -o   alert_20170329-072855.geojson   -g   hospital_locations.geojson   mvt_MaxVelocity_20170329-072855.geojson,0.0,0,0
stage_out_local_condorpool_3_0,transfer,0,1620885639.0,,,1620885644.0,1620885644.0,1620885654.0,1620885654.0,1620885659.0,5.0,,0.0,10.0,5.0,,,5.0,40476.0,panorama,local,master,pegasus::transfer,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,--threads   2,0.3,0,0
cleanup_casa_wind_wf-20200817T053229Z_0_condorpool,auxiliary,0,1620885659.0,,,1620885664.0,1620885664.0,1620885669.0,1620885669.0,1620885674.0,5.0,,0.0,5.0,5.0,,,,,panorama,local,master,pegasus::cleanup,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.2,0,0
