,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200901T234910Z_0_condorpool,auxiliary,0,1599012616.0,,,1599012620.0,1599012621.0,1599012625.0,1599012625.0,1599012630.0,4.0,,1.0,4.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.2,0,0
sifting_ID0000024,compute,0,1599012630.0,,,1599012639.0,1599012887.0,1599012937.0,1599012937.0,1599012942.0,9.0,,248.0,50.0,5.0,38.0,1708157176.0,4.0,1365482.0,panorama,condorpool,worker-4,sifting,/var/lib/condor/execute/dir_26977/pegasus.1KVo3ELOo/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,1.8,0,0
sifting_ID0000012,compute,0,1599012630.0,,,1599012639.0,1599012876.0,1599012910.0,1599012910.0,1599012915.0,9.0,,237.0,34.0,5.0,20.0,1580479763.0,4.0,2126612.0,panorama,condorpool,worker-2,sifting,/var/lib/condor/execute/dir_11759/pegasus.mBXEoWTEU/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,2.1,0,0
individuals_ID0000021,compute,0,1599012630.0,,,1599012639.0,1599012657.0,1599012910.0,1599012910.0,1599012915.0,9.0,,18.0,253.0,5.0,162.0,1014251457.0,4.0,29206.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_11838/pegasus.Ogls4TmbM/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,59.3,0,0
individuals_ID0000020,compute,0,1599012630.0,,,1599012639.0,1599012657.0,1599012910.0,1599012910.0,1599012915.0,9.0,,18.0,253.0,5.0,164.0,1014251457.0,5.0,29228.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_27041/pegasus.iQVOyRCQR/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,60.1,0,0
individuals_ID0000009,compute,0,1599012630.0,,,1599012639.0,1599012657.0,1599012910.0,1599012910.0,1599012915.0,9.0,,18.0,253.0,5.0,160.0,1014280442.0,4.0,29048.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_11661/pegasus.HCSzwTa20/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,59.5,0,0
individuals_ID0000019,compute,0,1599012630.0,,,1599012638.0,1599012656.0,1599012900.0,1599012900.0,1599012910.0,8.0,,18.0,244.0,10.0,159.0,1014251457.0,4.0,29196.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_12969/pegasus.GjYRGO1qW/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,65.3,0,0
individuals_ID0000008,compute,0,1599012630.0,,,1599012637.0,1599012657.0,1599012900.0,1599012900.0,1599012910.0,7.0,,20.0,243.0,10.0,164.0,1014280442.0,4.0,29000.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_27037/pegasus.HYliHKqXq/individuals,ALL.chr1.100000.vcf   1   7001   8001   10000,60.2,0,0
individuals_ID0000014,compute,0,1599012630.0,,,1599012637.0,1599012657.0,1599012900.0,1599012900.0,1599012905.0,7.0,,20.0,243.0,5.0,163.0,1014251457.0,4.0,29136.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_11657/pegasus.zp9U19M2l/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,59.6,0,0
individuals_ID0000003,compute,0,1599012630.0,,,1599012637.0,1599012655.0,1599012900.0,1599012900.0,1599012905.0,7.0,,18.0,245.0,5.0,161.0,1014280442.0,4.0,28985.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_23829/pegasus.ZX6t5e5pY/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,60.1,0,0
individuals_ID0000013,compute,0,1599012630.0,,,1599012637.0,1599012655.0,1599012895.0,1599012895.0,1599012900.0,7.0,,18.0,240.0,5.0,158.0,1014251457.0,4.0,28940.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_29767/pegasus.Q9tpxAKLy/individuals,ALL.chr2.100000.vcf   2   1   1001   10000,61.0,0,0
individuals_ID0000010,compute,0,1599012630.0,,,1599012639.0,1599012657.0,1599012905.0,1599012905.0,1599012910.0,9.0,,18.0,248.0,5.0,161.0,1014280442.0,4.0,29002.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_27054/pegasus.sP623zroW/individuals,ALL.chr1.100000.vcf   1   9001   10001   10000,60.1,0,0
individuals_ID0000001,compute,0,1599012630.0,,,1599012636.0,1599012655.0,1599012895.0,1599012895.0,1599012900.0,6.0,,19.0,240.0,5.0,162.0,1014280442.0,4.0,29036.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_29764/pegasus.Gz9XwKi7N/individuals,ALL.chr1.100000.vcf   1   1   1001   10000,61.0,0,0
individuals_ID0000002,compute,0,1599012630.0,,,1599012636.0,1599012655.0,1599012905.0,1599012905.0,1599012910.0,6.0,,19.0,250.0,5.0,161.0,1014280442.0,4.0,29046.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_12911/pegasus.0CLL4z0Wr/individuals,ALL.chr1.100000.vcf   1   1001   2001   10000,65.3,0,0
individuals_ID0000004,compute,0,1599012630.0,,,1599012635.0,1599012655.0,1599012890.0,1599012890.0,1599012895.0,5.0,,20.0,235.0,5.0,155.0,1014280442.0,4.0,28852.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_23817/pegasus.OzkWSz50B/individuals,ALL.chr1.100000.vcf   1   3001   4001   10000,60.0,0,0
individuals_ID0000005,compute,0,1599012630.0,,,1599012635.0,1599012656.0,1599012905.0,1599012905.0,1599012910.0,5.0,,21.0,249.0,5.0,166.0,1014280442.0,4.0,29084.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_27033/pegasus.A3lfv7qRk/individuals,ALL.chr1.100000.vcf   1   4001   5001   10000,59.8,0,0
individuals_ID0000016,compute,0,1599012630.0,,,1599012635.0,1599012655.0,1599012890.0,1599012890.0,1599012895.0,5.0,,20.0,235.0,5.0,156.0,1014251457.0,4.0,28895.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_29756/pegasus.xNgei17v0/individuals,ALL.chr2.100000.vcf   2   3001   4001   10000,61.0,0,0
individuals_ID0000015,compute,0,1599012630.0,,,1599012635.0,1599012656.0,1599012905.0,1599012905.0,1599012910.0,5.0,,21.0,249.0,5.0,164.0,1014251457.0,5.0,29278.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_11653/pegasus.MPWVGFGEH/individuals,ALL.chr2.100000.vcf   2   2001   3001   10000,59.0,0,0
individuals_ID0000017,compute,0,1599012630.0,,,1599012635.0,1599012655.0,1599012890.0,1599012890.0,1599012895.0,5.0,,20.0,235.0,5.0,155.0,1014251457.0,5.0,28911.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_23818/pegasus.nebIjp5xf/individuals,ALL.chr2.100000.vcf   2   4001   5001   10000,59.8,0,0
individuals_ID0000007,compute,0,1599012630.0,,,1599012636.0,1599012655.0,1599012885.0,1599012885.0,1599012890.0,6.0,,19.0,230.0,5.0,154.0,1014280442.0,5.0,28757.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_29759/pegasus.E74GwRA1O/individuals,ALL.chr1.100000.vcf   1   6001   7001   10000,61.2,0,0
individuals_ID0000018,compute,0,1599012630.0,,,1599012636.0,1599012655.0,1599012910.0,1599012910.0,1599012915.0,6.0,,19.0,255.0,5.0,164.0,1014251457.0,4.0,29340.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_12836/pegasus.AJFN0wfXp/individuals,ALL.chr2.100000.vcf   2   5001   6001   10000,65.7,0,0
individuals_ID0000022,compute,0,1599012630.0,,,1599012636.0,1599012655.0,1599012895.0,1599012895.0,1599012900.0,6.0,,19.0,240.0,5.0,160.0,1014251457.0,5.0,29093.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_23825/pegasus.GrFnTnN2r/individuals,ALL.chr2.100000.vcf   2   9001   10001   10000,60.0,0,0
individuals_ID0000006,compute,0,1599012630.0,,,1599012635.0,1599012655.0,1599012880.0,1599012880.0,1599012885.0,5.0,,20.0,225.0,5.0,146.0,1014280442.0,4.0,28217.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_12832/pegasus.6VHUR2c3b/individuals,ALL.chr1.100000.vcf   1   5001   6001   10000,65.6,0,0
individuals_merge_ID0000011,compute,0,1599012915.0,,,1599012921.0,1599012923.0,1599012967.0,1599012967.0,1599012978.0,6.0,,2.0,44.0,11.0,6.0,289392.0,4.0,23679.0,panorama,condorpool,worker-3,individuals_merge,/var/lib/condor/execute/dir_11219/pegasus.pXrJ5DzM1/individuals_merge,1   chr1n-1-1001.tar.gz   chr1n-1001-2001.tar.gz   chr1n-2001-3001.tar.gz   chr1n-3001-4001.tar.gz   chr1n-4001-5001.tar.gz   chr1n-5001-6001.tar.gz   chr1n-6001-7001.tar.gz   chr1n-7001-8001.tar.gz   chr1n-8001-9001.tar.gz   chr1n-9001-10001.tar.gz,23.5,0,0
individuals_merge_ID0000023,compute,0,1599012915.0,,,1599012922.0,1599012923.0,1599012962.0,1599012962.0,1599012967.0,7.0,,1.0,39.0,5.0,6.0,291588.0,4.0,23874.0,panorama,condorpool,worker-0,individuals_merge,/var/lib/condor/execute/dir_26583/pegasus.TSsEDNuWs/individuals_merge,2   chr2n-1-1001.tar.gz   chr2n-1001-2001.tar.gz   chr2n-2001-3001.tar.gz   chr2n-3001-4001.tar.gz   chr2n-4001-5001.tar.gz   chr2n-5001-6001.tar.gz   chr2n-6001-7001.tar.gz   chr2n-7001-8001.tar.gz   chr2n-8001-9001.tar.gz   chr2n-9001-10001.tar.gz,23.4,0,0
