,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200901T234910Z_0_condorpool,auxiliary,0,1599014424.0,,,1599014428.0,1599014430.0,1599014435.0,1599014435.0,1599014440.0,4.0,,2.0,5.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.3,0,0
sifting_ID0000024,compute,0,1599014440.0,,,1599014482.0,1599014686.0,1599014728.0,1599014728.0,1599014734.0,42.0,,204.0,42.0,6.0,29.0,1708157176.0,4.0,1365482.0,panorama,condorpool,worker-3,sifting,/var/lib/condor/execute/dir_1116/pegasus.uYBb6BGKB/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,1.7,0,0
sifting_ID0000012,compute,0,1599014440.0,,,1599014482.0,1599014660.0,1599014698.0,1599014698.0,1599014703.0,42.0,,178.0,38.0,5.0,24.0,1580479763.0,4.0,2126612.0,panorama,condorpool,worker-2,sifting,/var/lib/condor/execute/dir_9080/pegasus.yajLgYhGA/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,2.0,0,0
individuals_ID0000021,compute,0,1599014440.0,,,1599014482.0,1599014493.0,1599014713.0,1599014713.0,1599014723.0,42.0,,11.0,220.0,10.0,146.0,1014251457.0,4.0,27783.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_25950/pegasus.GdiKDvOCp/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,62.2,0,0
individuals_ID0000020,compute,0,1599014440.0,,,1599014474.0,1599014491.0,1599014713.0,1599014713.0,1599014723.0,34.0,,17.0,222.0,10.0,145.0,1014251457.0,4.0,27796.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_16304/pegasus.kAOG7uwiQ/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,65.3,0,0
individuals_ID0000009,compute,0,1599014440.0,,,1599014472.0,1599014493.0,1599014713.0,1599014713.0,1599014723.0,32.0,,21.0,220.0,10.0,144.0,1014280442.0,4.0,27768.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_25946/pegasus.cuRf7Ryrs/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,61.8,0,0
individuals_ID0000019,compute,0,1599014440.0,,,1599014471.0,1599014493.0,1599014713.0,1599014713.0,1599014723.0,31.0,,22.0,220.0,10.0,143.0,1014251457.0,5.0,27685.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_32464/pegasus.zZnIF11bz/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,59.4,0,0
individuals_ID0000008,compute,0,1599014440.0,,,1599014470.0,1599014476.0,1599014718.0,1599014718.0,1599014723.0,30.0,,6.0,242.0,5.0,156.0,1014280442.0,4.0,27918.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_21813/pegasus.V43r87bLd/individuals,ALL.chr1.100000.vcf   1   7001   8001   10000,60.7,0,0
individuals_ID0000014,compute,0,1599014440.0,,,1599014470.0,1599014473.0,1599014708.0,1599014708.0,1599014713.0,30.0,,3.0,235.0,5.0,154.0,1014251457.0,5.0,27855.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_26763/pegasus.9sblhMLqW/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,59.9,0,0
individuals_ID0000003,compute,0,1599014440.0,,,1599014468.0,1599014473.0,1599014713.0,1599014713.0,1599014723.0,28.0,,5.0,240.0,10.0,157.0,1014280442.0,5.0,27990.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_21790/pegasus.BRv1StYw3/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,60.5,0,0
individuals_ID0000013,compute,0,1599014440.0,,,1599014467.0,1599014472.0,1599014708.0,1599014708.0,1599014713.0,27.0,,5.0,236.0,5.0,154.0,1014251457.0,5.0,27818.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_32020/pegasus.XN3Z21rPg/individuals,ALL.chr2.100000.vcf   2   1   1001   10000,59.3,0,0
individuals_ID0000010,compute,0,1599014440.0,,,1599014481.0,1599014493.0,1599014713.0,1599014713.0,1599014723.0,41.0,,12.0,220.0,10.0,143.0,1014280442.0,4.0,27763.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_16308/pegasus.a9PECxdvA/individuals,ALL.chr1.100000.vcf   1   9001   10001   10000,65.7,0,0
individuals_ID0000001,compute,0,1599014440.0,,,1599014462.0,1599014472.0,1599014693.0,1599014693.0,1599014698.0,22.0,,10.0,221.0,5.0,145.0,1014280442.0,4.0,27888.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_16005/pegasus.9gFvbsNIu/individuals,ALL.chr1.100000.vcf   1   1   1001   10000,65.6,0,0
individuals_ID0000002,compute,0,1599014440.0,,,1599014467.0,1599014472.0,1599014708.0,1599014708.0,1599014713.0,27.0,,5.0,236.0,5.0,156.0,1014280442.0,5.0,27915.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_26695/pegasus.Kevb2J3A1/individuals,ALL.chr1.100000.vcf   1   1001   2001   10000,59.8,0,0
individuals_ID0000004,compute,0,1599014440.0,,,1599014447.0,1599014470.0,1599014698.0,1599014698.0,1599014703.0,7.0,,23.0,228.0,5.0,149.0,1014280442.0,4.0,27808.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_26690/pegasus.ewB7Vzjae/individuals,ALL.chr1.100000.vcf   1   3001   4001   10000,59.7,0,0
individuals_ID0000005,compute,0,1599014440.0,,,1599014456.0,1599014470.0,1599014693.0,1599014693.0,1599014698.0,16.0,,14.0,223.0,5.0,149.0,1014280442.0,4.0,27973.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_21669/pegasus.9tnBWOI70/individuals,ALL.chr1.100000.vcf   1   4001   5001   10000,60.9,0,0
individuals_ID0000016,compute,0,1599014440.0,,,1599014456.0,1599014470.0,1599014698.0,1599014698.0,1599014703.0,16.0,,14.0,228.0,5.0,153.0,1014251457.0,4.0,27896.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_25649/pegasus.8T3CGRTlB/individuals,ALL.chr2.100000.vcf   2   3001   4001   10000,61.5,0,0
individuals_ID0000015,compute,0,1599014440.0,,,1599014456.0,1599014470.0,1599014688.0,1599014688.0,1599014693.0,16.0,,14.0,218.0,5.0,147.0,1014251457.0,5.0,27853.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_32015/pegasus.QgqnOaZdw/individuals,ALL.chr2.100000.vcf   2   2001   3001   10000,59.7,0,0
individuals_ID0000017,compute,0,1599014440.0,,,1599014457.0,1599014471.0,1599014703.0,1599014703.0,1599014708.0,17.0,,14.0,232.0,5.0,150.0,1014251457.0,5.0,27986.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_26694/pegasus.W1zSxZaEP/individuals,ALL.chr2.100000.vcf   2   4001   5001   10000,60.1,0,0
individuals_ID0000007,compute,0,1599014440.0,,,1599014459.0,1599014472.0,1599014713.0,1599014713.0,1599014723.0,19.0,,13.0,241.0,10.0,158.0,1014280442.0,4.0,27740.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_32019/pegasus.B2br8wCPv/individuals,ALL.chr1.100000.vcf   1   6001   7001   10000,59.3,0,0
individuals_ID0000018,compute,0,1599014440.0,,,1599014459.0,1599014472.0,1599014718.0,1599014718.0,1599014723.0,19.0,,13.0,246.0,5.0,157.0,1014251457.0,4.0,27984.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_21673/pegasus.yy3kOtQ71/individuals,ALL.chr2.100000.vcf   2   5001   6001   10000,60.9,0,0
individuals_ID0000022,compute,0,1599014440.0,,,1599014460.0,1599014471.0,1599014693.0,1599014693.0,1599014698.0,20.0,,11.0,222.0,5.0,148.0,1014251457.0,4.0,27867.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_25653/pegasus.bTfVIgauO/individuals,ALL.chr2.100000.vcf   2   9001   10001   10000,61.9,0,0
individuals_ID0000006,compute,0,1599014440.0,,,1599014457.0,1599014471.0,1599014663.0,1599014663.0,1599014668.0,17.0,,14.0,192.0,5.0,129.0,1014280442.0,4.0,27312.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_16002/pegasus.FJjtWvlbK/individuals,ALL.chr1.100000.vcf   1   5001   6001   10000,65.8,0,0
individuals_merge_ID0000011,compute,0,1599014723.0,,,1599014728.0,1599014774.0,1599014817.0,1599014817.0,1599014822.0,5.0,,46.0,43.0,5.0,6.0,278440.0,4.0,23721.0,panorama,condorpool,worker-0,individuals_merge,/var/lib/condor/execute/dir_14244/pegasus.73MMiBjel/individuals_merge,1   chr1n-1-1001.tar.gz   chr1n-1001-2001.tar.gz   chr1n-2001-3001.tar.gz   chr1n-3001-4001.tar.gz   chr1n-4001-5001.tar.gz   chr1n-5001-6001.tar.gz   chr1n-6001-7001.tar.gz   chr1n-7001-8001.tar.gz   chr1n-8001-9001.tar.gz   chr1n-9001-10001.tar.gz,23.7,0,0
individuals_merge_ID0000023,compute,0,1599014723.0,,,1599014728.0,1599014729.0,1599014774.0,1599014774.0,1599014779.0,5.0,,1.0,45.0,5.0,8.0,278888.0,4.0,23802.0,panorama,condorpool,worker-0,individuals_merge,/var/lib/condor/execute/dir_21210/pegasus.PXJqwWNhW/individuals_merge,2   chr2n-1-1001.tar.gz   chr2n-1001-2001.tar.gz   chr2n-2001-3001.tar.gz   chr2n-3001-4001.tar.gz   chr2n-4001-5001.tar.gz   chr2n-5001-6001.tar.gz   chr2n-6001-7001.tar.gz   chr2n-7001-8001.tar.gz   chr2n-8001-9001.tar.gz   chr2n-9001-10001.tar.gz,23.8,0,0
frequency_ID0000052,compute,0,1599014779.0,,,1599014785.0,1599014806.0,1599014949.0,1599014949.0,1599014954.0,6.0,,21.0,143.0,5.0,5.0,1446620.0,4.0,291826.0,panorama,condorpool,worker-4,frequency,/var/lib/condor/execute/dir_25397/pegasus.akgWGKS0j/frequency,-c   2   -pop   ALL,109.8,0,0
mutation_overlap_ID0000043,compute,0,1599014779.0,,,1599014789.0,1599014808.0,1599014833.0,1599014833.0,1599014844.0,10.0,,19.0,25.0,11.0,5.0,1431405.0,4.0,145846.0,panorama,condorpool,worker-1,mutation_overlap,/var/lib/condor/execute/dir_26276/pegasus.OV2HN2swc/mutation_overlap,-c   2   -pop   EUR,4.0,0,0
frequency_ID0000046,compute,0,1599014779.0,,,1599014788.0,1599014806.0,1599014944.0,1599014944.0,1599014949.0,9.0,,18.0,138.0,5.0,5.0,1423516.0,4.0,268614.0,panorama,condorpool,worker-1,frequency,/var/lib/condor/execute/dir_26272/pegasus.OlDES2Sap/frequency,-c   2   -pop   EAS,106.6,0,0
mutation_overlap_ID0000041,compute,0,1599014779.0,,,1599014788.0,1599014808.0,1599014833.0,1599014833.0,1599014844.0,9.0,,20.0,25.0,11.0,4.0,1430341.0,4.0,146294.0,panorama,condorpool,worker-3,mutation_overlap,/var/lib/condor/execute/dir_32348/pegasus.eS0I5ODfs/mutation_overlap,-c   2   -pop   AMR,3.1,0,0
